"BRANDON (NORTH COURT)",,,,,,,,,,,,
Grid ref,TL758848,Long,0.584534,Lat,52.432905,,,,,,,
Station no,1397/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.21,,,,,,,,,,,
February,2.58,,,,,,,,,,,
March,3.19,,,,,,,,,,,
April,2.97,,,,,,,,,,,
May,1.83,,,,,,,,,,,
June,0.84,,,,,,,,,,,
July,0.98,,,,,,,,,,,
August,3.28,,,,,,,,,,,
September,2.84,,,,,,,,,,,
October,0.66,,,,,,,,,,,
November,2.87,,,,,,,,,,,
December,1.56,,,,,,,,,,,
Total,26.81,,,,,,,,,,,
Calc annual,26.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
