"APPLEGARTH MANSE, DUMFRIES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY104842,Long,-3.406506,Lat,55.144469,Elevation,165,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859
January,,,,,,,,3.63,3.88,0.25,0.2,1.75,2,0.17,6.63,3,3.8,2.4,0.8,2.44,4.61,2.9,2.26,3.02,2.6,2.51,3.24,1.38,2.34,3.7,1.9,7.12,,,,,,,,
February,,,,,,,,1.07,2.2,1.13,1.8,2.25,3.5,3.2,2.75,2.5,1,1.1,0.4,1.57,2.62,3.78,2.69,0.95,2.03,1.12,1.52,1.17,5.53,1.53,3.77,2.17,,,,,,,,
March,,,,,,,,3.07,1.13,1.33,1.8,3.9,2.7,1.5,2.3,2.5,3,3.5,2,4.06,0.15,3.37,2.74,0.98,2.32,1.56,3.12,1.27,4.1,0.27,0.74,3.17,,,,,,,,
April,,,,,,,,1.88,2.63,3.5,3.3,1.2,1.5,1.7,0.5,0.3,2.1,2,1.1,0.98,0.2,1.93,0.13,4.54,0.94,2.93,1.94,1.32,1.27,2.52,2.93,1.05,,,,,,,,
May,,,,,,,,2.4,1.4,1.25,2.6,0.13,1.5,2.2,1.3,3,0,1.4,2.78,0.7,2.37,3.24,2.58,2.12,0.28,0.63,1.96,2.5,1.98,2.42,1.75,0.65,,,,,,,,
June,,,,,,,,2.75,2.1,4,1.2,2.9,2.1,3.9,4,2,4.8,3,6.26,3.53,2.37,1.98,2.22,2.45,3.43,3.48,4.85,2.32,6.1,0.72,2.27,,,,,,,,,
July,,,,,,,,1.88,7.5,2.63,4.4,2.6,0.9,0.9,2.75,2.5,5.05,5.8,4.93,6.81,5.28,3.32,3.55,5.31,3.97,2.18,5.79,1.03,4.97,3.4,2.95,,,,,,,,,
August,,,,,,,,3.4,5.75,4.5,2.7,2.2,1.6,1.3,4.1,2.3,3.5,2.7,6.03,4.08,3.69,5.01,1.35,3.75,2.18,3.09,4.85,2.23,4.9,3.57,3.91,,,,,,,,,
September,,,,,,,,3.13,2.75,3.75,6.5,3.5,0.6,1.5,3,6.5,2.6,2,2.7,7.64,3.54,3.39,1.57,0.19,3.69,2.75,1.25,1.22,0.5,2.16,2.43,,,,,,,,,
October,,,,,,,,2.9,3,5,1.5,7.25,5.5,2.6,3.2,3,2.5,3.3,4.34,4.85,1.17,5.1,1.05,4.16,2.47,4.19,4.19,5.09,4.2,3.25,1.79,,,,,,,,,
November,,,,,,,,3.25,3.2,2.5,5.7,3.7,4.5,6,3,3.8,5.1,3.7,4.57,2.96,3.26,2.37,2.77,3.41,1.58,3.29,3.55,3.79,2.73,2.69,4.2,,,,,,,,,
December,,,,,,,,5.34,4.5,1.5,1.7,4.25,3.3,6,2.2,2.2,4.4,4.3,2.87,3.67,0.92,3.41,2.91,1.81,0.15,2.59,0.9,4.18,3.89,1.4,2.91,,,,,,,,,
Total,,,,,,,,34.7,40.04,31.34,33.4,35.63,29.7,30.97,35.73,33.6,37.85,35.2,38.78,43.29,30.26,39.8,25.82,32.69,25.64,30.32,37.16,27.5,42.51,27.63,31.55,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is noted on the record sheets and is Applegarth Manse. The quoted altitude of 180ft seems high, 165ft used based on OS maps.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
