"HOLMERFIELD, HORSLEY GATE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2719,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,5.17,
February,,,,,,,,,,,0.93,
March,,,,,,,,,,,3.95,
April,,,,,,,,,,,3.31,
May,,,,,,,,,,,1.41,
June,,,,,,,,,,,1.13,
July,,,,,,,,,,,6.34,
August,,,,,,,,,,,3.29,
September,,,,,,,,,,,5.01,
October,,,,,,,,,,,3.83,
November,,,,,,,,,,,3.77,
December,,,,,,,,,,,3.24,
Total,,,,,,,,,,,41.38,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.38,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,
