"TEWKESBURY FORTHAMPTON COURT",,,,,,,,,,,,
Grid ref,SO856306,Long,-2.211038,Lat,51.973679,,,,,,,
Station no,2138,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,0.77,3.57,1.13,0.75,1.01,,
February,,,,,,0.85,1.13,0.77,0.85,0.33,,
March,,,,,,3.61,1.13,0.59,2.32,2.51,,
April,,,,,,2.59,1.10,2.82,1.97,2.44,,
May,,,,,,0.32,2.22,2.98,2.35,0.86,,
June,,,,,,3.56,3.65,2.15,0.95,3.54,,
July,,,,,,0.37,0.81,3.26,2.35,2.64,,
August,,,,,,5.30,1.19,2.55,2.64,1.91,,
September,,,,,,1.25,0.88,0.69,1.45,2.96,,
October,,,,,,1.50,4.38,6.57,2.06,2.68,,
November,,,,,,2.50,3.28,1.47,1.17,0.69,,
December,,,,,,0.71,1.42,3.69,2.00,3.11,,
Total,,,,,,23.33,24.76,28.67,20.86,24.68,,
Calc annual,0.00,0.00,0.00,0.00,0.00,23.33,24.76,28.67,20.86,24.68,,
Difference,NaN,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,0.00,0.00,,
