RAWDON (SEWAGE WORKS),,,,,,,,,,,,
Grid ref,SE213380,Long,-1.677804,Lat,53.837820,,,,,,,
Station no,3290/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,2.23,0.31,2.11,2.30,4.81,1.63,2.36,2.90,5.30,,
February,,0.40,2.32,2.42,2.28,1.40,3.09,4.46,0.10,1.97,,
March,,1.60,0.55,1.49,2.48,0.82,1.72,1.24,1.41,2.21,,
April,,1.65,1.96,0.29,0.86,2.60,0.20,0.53,3.36,0.87,,
May,,1.81,1.16,2.86,2.04,0.77,0.92,3.78,0.93,1.36,,
June,,1.34,2.39,1.73,1.51,2.55,1.62,3.76,1.25,0.92,,
July,,1.38,2.88,1.37,0.69,4.00,2.62,3.70,1.94,3.39,,
August,,3.16,3.59,6.49,0.75,5.68,5.20,3.24,0.50,3.81,,
September,,2.65,2.06,1.53,1.04,3.67,4.56,3.14,0.10,2.99,,
October,,3.18,1.81,3.96,1.39,1.32,2.10,2.21,2.22,4.64,,
November,,1.40,2.88,4.97,2.32,1.21,1.92,0.79,3.51,5.32,,
December,,1.78,1.27,2.81,3.29,3.73,3.33,3.91,4.95,2.79,,
Total,,22.58,23.18,32.03,20.95,32.56,28.91,33.12,23.17,35.57,,
Calc annual,0.00,22.58,23.18,32.03,20.95,32.56,28.91,33.12,23.17,35.57,,
Difference,NaN,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
