"CHATHAM LUTON WATER WORKS",,,,,,,,,,,,
Grid ref,TQ775662,Long,0.548482,Lat,51.367122,,,,,,,
Station no,369,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.07,0.63,0.50,2.09,3.31,0.66,3.36,1.10,1.15,0.76,,
February,5.27,1.26,1.28,1.27,2.84,0.68,1.75,1.34,0.92,0.89,,
March,1.02,2.10,1.17,1.88,1.41,2.13,1.37,0.70,2.03,3.32,,
April,1.19,1.75,0.43,1.82,0.71,2.31,0.56,2.45,2.44,1.60,,
May,1.13,0.79,2.49,2.40,1.33,0.96,1.60,2.08,1.48,1.10,,
June,2.36,0.59,2.03,5.88,1.24,5.34,3.06,2.75,1.22,2.72,,
July,1.13,1.23,1.54,4.70,2.55,0.50,2.27,1.83,2.57,3.48,,
August,2.04,1.68,3.09,2.91,1.91,1.96,0.63,1.60,3.24,2.22,,
September,0.63,1.09,0.86,1.66,0.86,1.62,1.53,0.53,1.66,3.10,,
October,1.81,2.28,1.72,4.15,1.46,1.13,3.44,4.01,1.44,3.90,,
November,2.87,0.52,1.68,2.42,1.25,2.83,5.12,2.18,0.77,1.08,,
December,2.01,3.66,1.37,1.34,2.62,0.54,1.74,2.56,2.21,3.13,,
Total,24.53,17.58,18.16,32.52,21.49,20.66,26.43,23.13,21.13,27.30,,
Calc annual,24.53,17.58,18.16,32.52,21.49,20.66,26.43,23.13,21.13,27.30,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,,
