"NEWMILNS (LANFINE)",,,,,,,,,,,,
Grid ref,NS547364,Long,-4.307653,Lat,55.599468,,,,,,,
Station no,5229/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.39,5.83,4.00,4.50,2.97,3.33,5.51,4.75,1.61,4.68,,
February,4.17,2.29,2.05,4.09,2.29,1.88,3.23,4.08,2.46,3.91,,
March,4.35,2.42,1.05,3.37,1.88,3.10,5.01,1.33,2.82,2.18,,
April,3.04,2.33,2.27,1.86,3.56,1.11,3.30,1.99,3.10,3.54,,
May,1.77,2.71,2.33,3.13,4.59,2.60,2.92,3.33,2.12,1.99,,
June,2.22,3.59,1.37,5.52,2.80,3.11,2.37,2.67,3.79,2.94,,
July,4.56,5.11,6.56,5.36,1.33,5.51,5.33,4.95,7.34,3.84,,
August,6.03,4.45,4.79,5.54,1.98,6.59,5.36,5.59,1.25,3.96,,
September,4.57,3.29,5.38,7.84,4.46,4.44,4.05,4.45,1.56,3.33,,
October,1.75,3.68,2.95,11.43,3.09,4.69,5.76,4.55,7.41,2.63,,
November,6.46,2.51,8.61,7.47,2.35,2.04,2.38,2.06,5.74,6.87,,
December,8.49,5.04,5.74,7.89,7.80,6.58,5.49,5.69,6.46,7.61,,
Total,52.80,43.25,47.10,68.00,39.10,44.98,50.71,45.44,45.66,47.48,,
Calc annual,52.80,43.25,47.10,68.00,39.10,44.98,50.71,45.44,45.66,47.48,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
