"Walford, Hill Court gardens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO575215,Long,-2.618962,Lat,51.890423,Elevation,116,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,1,1.2,3.01,2.89,3.99,2.99,3.48,0.93,4.57,2.8,3.91,3.19,5.03,0.95,6.4,1.68,3.74,2.39,2.73,0.53,4.29,4.05,2.9,6.03,3.02,4.28,3.02,6.79,2.35,1.71,2.89,2.34,4.76,1.03,0.36,2.83,2.35,0.67,2.35,3.18,3.57,2.35,2.49,4.42,4.57
February,,,,,,,4.8,1.1,1.07,3.15,0.67,0.13,3.47,6.76,0.27,4.41,1.84,3.17,2.23,0.92,0.79,2.11,0.12,3.25,0.42,2.3,2.53,3.71,0.77,1.62,2.52,3.56,0.39,1.92,0.62,1.97,2.19,2.1,1.08,1.12,5.59,4.19,0.45,1.41,2.39,1.66,0.42,2.88,5.1,0.2,3.15
March,,,,,,,3.9,2.9,1.37,4.88,3.14,1.48,2.93,1.4,1.12,0.41,0.19,2.65,4.01,0.26,2.43,0.49,1.94,2.46,2.02,0.52,2.89,4.01,0,1.4,1.84,2.38,2.74,1.11,0.19,0.81,1.15,6.33,1.56,1.11,1.88,3.95,1.94,0.93,2.74,2.18,0.64,2.03,1.08,2.94,3.07
April,,,,,,,0.9,1.3,1.86,1.24,4.38,0.75,2.79,2.29,2.54,1.36,2.79,0.87,1.06,0.7,2.83,2.92,2.85,0.99,2.14,4.4,2.14,1.79,0.07,3.04,3.44,0.88,1.93,0.5,1.28,1.23,2.27,3.16,2.72,2.71,1.16,2.25,1.99,3.31,0.32,0.88,2.6,0,0.59,2.86,1.98
May,,,,,,,3.1,3.9,1.77,0.25,1.5,1.23,0.42,1.44,4.52,3.01,2.34,1,0.77,2.27,1.06,3.16,5.44,2.28,1.46,1.11,0.92,2.23,1.97,0.76,2.47,2.03,3.89,3.4,0.82,1.85,3.83,2.63,3.96,2.49,1.9,3.07,3.81,2.1,2.23,5.37,0.62,1.29,2.16,1.67,1.55
June,,,,,,,1.6,2.2,0.56,0.94,2.37,0.6,0.57,0.38,2.6,0,1.44,2.55,1.89,1.74,0.64,3.57,1.58,2.22,0.8,2.89,4.35,0.99,1.23,2.04,0.8,1.96,0.21,1.68,1.88,3.12,1.88,1.58,2.07,0.41,1.39,0.69,1.6,1.76,4.72,3.81,1.58,0.74,3.57,0.69,3.59
July,,,,,,,1.4,1.9,2.2,2.62,4.35,0.36,3.79,2.66,4.19,2.22,2.02,3.12,1.36,1.64,2.18,3.39,2.79,1.27,1.05,0.3,6.17,3.43,2.88,4.66,3.43,2.48,1.19,1.51,1.63,3.09,0.82,2.44,0.73,0.49,3.01,0.89,1.36,2.51,1.58,0.48,3.01,2.24,1.92,2.04,2.21
August,,,,,,,3.6,5,1.72,1.98,0.84,2.32,3.06,2.27,3.64,2.86,2.47,4.59,2.08,1.35,3.24,4.89,2.43,0.62,1.8,1.74,0.19,1.11,2.68,2.42,0.12,3.65,5.2,2.37,2.22,2.71,5.18,1.16,3.81,0.92,3.87,3.49,5.56,3.14,2.78,0.5,3.52,2.53,1.63,0.82,2.33
September,,,,,,,1,2.7,6.32,1.32,1.77,1.51,1.44,2.28,4.33,3.87,0.47,4.6,1.02,0.43,3.84,2,3.52,2.93,1.94,3.87,2.92,2,1.39,0.78,0.55,0.99,1.51,2.71,2.82,1.94,4.6,1.19,2.51,2.28,2.73,3.54,1.94,3.36,1.89,1.12,3.43,3.1,6.34,0.1,4.25
October,,,,,,,4.4,3.1,1.2,2.39,3.09,1.4,0.84,5.68,4.23,3.2,2.77,2.71,5.7,5.31,2.49,0.47,4.84,3.79,1.35,3.24,1.67,4.09,3.3,2.67,4.38,1.89,1.75,2.13,4.08,3.57,0.97,0.4,3.92,5.81,0.82,0.91,3.71,2.73,3.42,1.36,1.61,1.5,3.56,1.71,7.04
