GELTSDALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY570537,Long,-2.671656,Lat,54.876202,Elevation,778,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,2.48,5.96,3.34,1.97,3.72,3.91,2.62,0.92,4.5,0.69,2.39,2.47,3.04,1.66,1.95,4.07,3.53,3.74,3.91,2.1,2.83,3.79,4.4,5.29,2.73,2.39,2.9,3.06,3.65,3.45,6.18,1.38,5.6,2.8,3.6,3.32,4.8,2.23,3.11,3.54,3.65,5.01,1.74,1.08,3.63,4.08,2.79,3.89,3.12,2.34,7.48,2.8,2.94,3.78,3.77,2.08,3.04,2.82,2.22,3.95,2.96,2.38,5.53
February,,,,,,,,,3,2.36,3.06,1.39,0.82,4.8,2.82,1.44,1.98,1.13,1.37,2.25,5.96,3.46,2.05,1.55,4.41,4.37,3.21,0.92,2.81,1.07,2.2,0.2,3.25,4.53,1.11,5.35,3.52,1.29,3.36,0.6,0.39,3.52,0.39,2.77,0.25,4.91,2.91,4.38,1.44,2.93,0.82,3.89,2.03,2.6,2.13,3.43,2.23,1.5,2.28,2.47,4.81,2.45,1.43,1.06,1.69,2.1,1.64,3.02,4.16,1.07,3.01
March,,,,,,,,,1.48,1.92,0.57,2.31,2.92,4.42,1.78,3.41,1.73,2.5,3.66,3.69,1.66,2.48,5.66,5.29,3.28,2.52,2.14,1.73,1.33,2.97,4.32,5.14,2.01,1.38,1.05,2.54,1.66,2.86,3.26,0.6,2.18,1.3,3.59,2.37,2.58,1.29,1.4,1.43,2,3.89,4.45,3.92,2.05,1.03,0.57,2.22,1.64,4.41,1.65,1.33,2.21,4.33,1.26,0.6,1.56,0.95,1.75,2.72,0.78,1.75,1.29
April,,,,,,,,,4.56,3.17,3.59,2.05,2,2.01,3.28,3.66,1.15,2.14,1.83,3.71,2.65,2.96,0.45,4.52,1.38,2.38,3.56,2.11,0.87,2.24,3.08,1,2.69,3.45,2.22,4,3.09,2.54,0.6,1.99,1.93,2.56,3.04,1.65,3.02,3.72,1.29,2.56,0.59,2.01,2.25,1.3,1.8,1.9,2.3,2.12,1.72,4.26,2.25,2.98,2.65,2.09,2.49,2.97,0.82,2.23,1.41,1.3,2.17,3,2.35
May,,,,,,,,,2.93,3.11,1.54,1.63,2.57,3.46,2.38,1.48,4.5,3.68,3.17,1.96,2.15,2.09,2.44,2.3,2.36,1.78,3.59,2.47,1.73,1.3,5.14,1.75,1.85,2.74,3.56,4.02,2.97,2.66,1.56,1.59,1.45,2.1,3.42,2.73,3.26,0.96,0.69,3.22,2.94,0.73,2.75,2.52,3.07,3.01,2.73,5.47,1.54,2.27,1.39,1.37,2.31,2.08,1.58,2.6,3.45,2.34,1.43,2.67,3.34,1.98,2.08
June,,,,,,,,,4.16,0.93,3.56,2.45,1.79,1.96,2.05,1.06,2.45,4.66,1.95,3.53,2.39,4.13,5.43,2.06,2.13,2.32,3.55,1.77,1.5,1.75,1.22,0.79,3.41,1.21,2.19,0.45,4.43,3.87,5.56,2.2,2.27,5.24,1.36,2.35,3.53,4.31,3,2.01,3.9,3.18,0.98,0.8,1.09,2.91,3.96,3.52,3.96,3.62,4.81,0.66,2.95,1.79,3.23,2.25,4.16,3.49,3.43,1.72,2.45,3.1,1.73
July,,,,,,,,,2.34,5.98,2.4,1.69,3.62,5.28,2.26,1.97,2.48,3.71,3.66,7.7,5.19,1.07,3.87,1.6,3.45,3.83,5.16,1.4,4.36,1.87,5.05,2.76,5.63,3.26,4.57,1.97,3.08,4.14,5.03,3.83,7.63,6.86,4.56,3.91,3.13,2.53,4.89,3.15,4.76,4.14,6.73,1.38,4.02,3.11,2.48,2.46,5.7,5.3,2.4,2.72,3.7,4.15,3.38,5.34,5.09,1.78,3.43,5.22,4.23,4.01,5.46
August,,,,,,,,,6.39,1.18,4.25,3.41,2.83,6.5,4.5,4.94,5.25,4.05,3.87,4.08,5.91,3.06,5.72,2.51,2.81,4.04,3.6,6.89,3.28,4.62,2.42,5.99,3.43,8.35,5.28,4.35,4.14,5.86,7.81,4.72,6.69,3.55,2,2.81,4.42,2.55,1.73,2.12,3.14,2.28,3.29,6.2,2.39,6.3,4.31,3.03,6.02,0.11,6.14,2.17,6.82,3.47,3.83,5.38,6.08,1.94,11.4,4.83,4.26,0.92,3.79
September,,,,,,,,,1.57,5.6,2.79,1.06,1.75,4.6,1.05,3.51,1.41,0.41,4.77,2.74,0.62,2.46,3.41,2.3,2.13,1.07,2.09,3.8,6.82,2.27,2.57,2.11,2.75,3.55,4.6,4.14,5.01,8.1,2.29,1.56,2.57,1.55,5.71,1.19,3.22,3.87,3.69,3.66,2.5,1.44,5.06,1.09,4.73,3.72,5.71,3.34,5.6,3.23,5.08,1.21,6.07,4.08,3.88,4.11,5.91,2.72,2.69,4.46,4.13,1.65,1.97
October,,,,,,,,,5.31,3.37,5.4,4.11,3.54,9.1,2.35,2.24,4.51,6.24,1.63,5.38,1.83,4.29,3.59,3.68,1.98,0.67,5.56,4.68,4.34,3.69,1,3.05,1.15,5.23,3.25,3.44,3.07,2.57,5.85,5.69,4.75,3.57,5.81,3.83,5.32,6.68,3.9,2.34,7.99,2.76,2.89,5.07,4.02,5.07,3.04,3.6,1.08,0.59,2.82,5.18,3.02,1.4,2.85,1.84,9.13,2.32,3.75,4.67,3.7,4.47,3.22
