MANATON SCHOOL,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR8868,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,9.71,4.11,5.85,2.57,,,,,,,,
February,1.42,0.39,5.54,11.11,,,,,,,,
March,3.79,3.30,4.60,1.89,,,,,,,,
April,5.49,1.01,4.90,5.75,,,,,,,,
May,2.16,2.30,0.77,3.26,,,,,,,,
June,2.81,0.13,1.07,0.27,,,,,,,,
July,4.66,1.16,4.23,1.11,,,,,,,,
August,1.10,2.25,3.88,3.49,,,,,,,,
September,2.67,1.08,3.20,,,,,,,,,
October,5.27,2.06,1.29,,,,,,,,,
November,2.99,5.12,3.00,,,,,,,,,
December,5.94,2.55,8.03,,,,,,,,,
Total,48.01,25.46,46.36,,,,,,,,,
Calc annual,48.01,25.46,46.36,29.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
