"DUNSFOLD RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2650,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.18,1.37,3.03,4.34,,,,,,,,
February,3.64,1.50,2.39,1.15,,,,,,,,
March,1.27,2.19,4.12,3.34,,,,,,,,
April,1.70,2.08,0.01,3.12,,,,,,,,
May,2.25,1.80,1.16,2.82,,,,,,,,
June,3.51,2.15,2.76,0.97,,,,,,,,
July,2.16,0.73,2.13,1.93,,,,,,,,
August,2.66,0.81,5.22,2.34,,,,,,,,
September,0.48,1.39,4.04,2.98,,,,,,,,
October,3.04,4.85,3.31,6.23,,,,,,,,
November,3.46,4.42,2.30,1.60,,,,,,,,
December,4.50,7.84,3.18,1.67,,,,,,,,
Total,30.85,31.13,33.65,32.49,,,,,,,,
Calc annual,30.85,31.13,33.65,32.49,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
