"DUNSFOLD RECTORY",,,,,,,,,,,,
Grid ref,SU999364,Long,-0.574066,Lat,51.118189,,,,,,,
Station no,RR2650,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.59,1.35,0.98,2.74,4.86,1.58,6.07,0.90,1.72,1.04,,
February,5.67,2.09,1.60,2.00,3.70,0.57,2.76,1.47,1.11,0.52,,
March,0.70,2.00,1.71,3.45,1.24,3.94,1.49,0.85,3.33,4.31,,
April,0.88,2.51,1.20,2.30,1.47,1.20,0.40,3.96,3.00,2.03,,
May,0.95,0.63,2.14,3.06,3.07,0.42,1.70,1.64,2.05,2.03,,
June,2.97,1.53,2.99,4.39,0.79,4.70,1.82,1.67,1.22,3.22,,
July,0.87,1.28,0.91,3.23,1.05,0.39,-999.00,1.66,2.57,2.74,,
August,2.43,1.47,3.93,5.59,2.09,2.91,-999.00,2.55,5.18,2.37,,
September,0.74,2.22,0.56,3.68,1.81,1.72,1.42,0.53,1.51,2.43,,
October,2.24,2.52,2.28,8.39,1.81,1.64,4.55,5.81,2.79,6.15,,
November,2.71,0.69,3.08,1.98,1.79,4.01,4.79,2.85,0.91,0.66,,
December,3.30,4.43,1.32,2.42,3.40,0.68,2.23,3.53,3.36,4.42,,
Total,27.05,22.72,22.70,43.23,27.08,23.76,28.73,27.42,28.75,31.92,,
Calc annual,27.05,22.72,22.70,43.23,27.08,23.76,27.23,27.42,28.75,31.92,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,,
