"HOPE, KILLHILL BRIDGE NO 56",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2689,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.46,6.75,5.33,4.77,3.01,4.49,5.01,3.38,8.16,2.18,6.01,
February,4.14,0.40,5.31,7.56,1.40,6.18,2.97,1.78,5.49,0.51,1.12,
March,2.66,3.59,2.35,2.12,1.01,2.14,2.26,5.11,2.96,0.45,3.54,
April,5.62,1.87,3.78,3.23,2.42,2.95,2.13,4.29,1.33,1.61,4.06,
May,4.78,1.51,0.82,4.21,5.63,4.14,3.10,1.22,0.97,2.84,2.14,
June,2.97,0.21,2.14,0.94,1.86,0.06,2.47,5.36,4.35,1.57,4.35,
July,5.48,0.90,4.12,4.65,4.70,1.34,2.53,2.30,1.31,3.35,5.54,
August,1.43,4.61,5.85,4.35,4.33,2.30,3.51,3.83,5.23,3.15,4.48,
September,2.10,1.08,3.61,4.70,3.26,4.02,2.20,5.93,0.71,2.02,4.62,
October,2.39,2.05,1.38,3.91,4.81,4.72,3.71,3.08,5.37,4.93,6.79,
November,1.51,2.41,3.28,6.57,2.46,2.98,4.88,4.15,7.60,7.92,4.24,
December,3.78,6.08,5.81,4.33,3.87,4.17,2.80,2.52,3.28,10.07,4.35,
Total,43.32,31.46,43.78,51.34,38.76,39.49,37.57,42.95,46.76,40.60,51.24,
Calc annual,43.32,31.46,43.78,51.34,38.76,39.49,37.57,42.95,46.76,40.60,51.24,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
