SUTTON BROOK HOUSE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6007,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.09,-999.00,,,,,,,,,,
February,0.76,-999.00,,,,,,,,,,
March,2.11,-999.00,,,,,,,,,,
April,2.87,-999.00,,,,,,,,,,
May,2.23,-999.00,,,,,,,,,,
June,1.62,-999.00,,,,,,,,,,
July,4.87,-999.00,,,,,,,,,,
August,2.31,-999.00,,,,,,,,,,
September,1.19,-999.00,,,,,,,,,,
October,2.70,-999.00,,,,,,,,,,
November,1.13,-999.00,,,,,,,,,,
December,3.79,-999.00,,,,,,,,,,
Total,28.67,-999.00,,,,,,,,,,
Calc annual,28.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,-999.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
