"BLANDFORD (BRYANSTON SCHOOL)",,,,,,,,,,,,
Grid ref,ST868074,Long,-2.188940,Lat,50.865952,,,,,,,
Station no,1620/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,3.25,5.16,3.43,3.37,4.90,4.24,,
February,,,,,2.09,0.21,4.16,3.66,0.34,4.08,,
March,,,,,1.68,1.19,2.85,1.53,4.33,2.80,,
April,,,,,0.56,1.46,0.15,0.67,2.89,2.33,,
May,,,,,4.25,0.51,2.54,2.61,1.50,1.91,,
June,,,,,2.03,2.37,1.95,4.58,1.25,1.85,,
July,,,,,3.12,2.18,4.12,,-999.00,4.15,,
August,,,,,0.32,3.85,2.08,,2.19,3.87,,
September,,,,,0.82,4.71,1.67,,0.13,6.49,,
October,,,,,2.96,2.76,3.03,,3.58,9.99,,
November,,,,,2.99,0.79,2.70,2.75,5.42,5.79,,
December,,,,,5.51,5.62,2.61,3.49,,3.70,,
Total,,,,,29.58,30.81,31.29,,,51.20,,
Calc annual,0.00,0.00,0.00,0.00,29.58,30.81,31.29,22.66,26.53,51.20,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,NaN,NaN,0.00,,
