SIDDINGTON-CAPESTHORNE-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ840727,Long,-2.2412586,Lat,53.251068,Elevation,300,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2774/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,2.52,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,3.18,3.51,,,2.54,4.27,4.79,3.28,3.38,1.59,,,
February,,,,,,,,0.7,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,1.28,1.67,,,1.03,1.97,1.45,2.58,5.07,,,,
March,,,,,,,,1.52,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,1.03,1.92,2.25,2.26,1.42,0.78,0.59,1.23,0.88,,,,
April,,,,,,,,1.11,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,0.07,1.73,1.84,0.93,1.52,1.48,2.28,1.74,1.82,,,,
May,,,,,,,,2.01,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2.39,1.5,1.58,1.91,4.24,2.39,3.98,3.43,1.06,,,,
June,,,,,,,,1.08,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,2.62,1.94,1.25,0.5,0.55,2.89,2.71,2.99,3.33,,,,
July,,,,,,,4.3,1.35,7.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.32,3.6,5.28,4.13,3.12,3.28,1.74,2.97,1.29,5.18,,,,
August,,,,,,,2.43,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,2.86,1.98,1.37,5.21,2.11,3.02,2.22,2.16,4.51,,,,
September,,,,,,,2.95,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,2.17,0.98,2.78,0.3,2.2,3.73,2.85,1.92,3.36,,,,
October,,,,,,,4.95,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,1.67,3.38,2.14,3.61,4.42,4.07,2.86,3.69,5.3,0.68,,,,
November,,,,,,,2.78,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,1.19,2.62,4.62,6.52,2.69,0.67,2.61,4.83,0.41,4.44,,,,
December,,,,,,,4.66,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,2.31,3.81,1.89,3.24,1.9,3.31,1.47,1.92,2.26,3.11,,,,
Total,,,,,,,,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.23,29.01,29.16,,,26.94,29.21,34.28,28.59,36.82,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is from the 1940s record and is Capesthorne Hall. Altitudes match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gauge positon probably different for two periods, 1880s record has an altitude of 315 ft.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
