"NUNEATON, SEWAGE PUMPING STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2487/5,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.57,2.00,2.75,1.31,2.05,1.59,2.56,2.31,3.64,1.12,2.79,
February,1.01,0.25,1.43,3.68,0.85,2.42,2.68,1.85,2.07,0.19,0.55,
March,2.21,0.75,2.14,1.42,0.79,0.65,0.53,1.88,1.39,0.07,1.99,
April,4.04,0.58,1.81,1.71,2.39,1.33,1.62,1.40,1.14,0.63,2.31,
May,2.37,1.43,1.05,1.12,4.32,3.42,3.65,1.24,0.44,1.53,2.62,
June,2.03,0.45,0.70,0.36,1.60,0.05,1.20,2.86,2.63,1.64,0.78,
July,2.94,0.18,4.06,3.22,2.65,4.82,2.17,2.72,1.33,1.40,4.37,
August,1.01,3.88,4.07,1.61,2.72,1.25,2.47,3.90,2.09,2.38,2.55,
September,2.08,0.77,2.03,3.49,3.00,3.48,1.01,4.04,0.70,0.52,2.61,
October,1.45,1.93,0.24,2.71,4.16,2.64,1.86,1.60,3.76,3.16,1.90,
November,0.62,1.57,0.81,1.28,2.06,1.48,3.72,3.21,3.43,5.16,2.59,
December,1.64,1.59,2.82,2.74,2.08,2.11,0.44,2.43,1.59,4.04,1.98,
Total,23.97,15.38,23.91,24.65,28.67,25.24,23.91,29.44,24.21,21.84,27.04,
Calc annual,23.97,15.38,23.91,24.65,28.67,25.24,23.91,29.44,24.21,21.84,27.04,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,
