"SOUTHPORT LORD STREET STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.23,4.05,3.06,,,,,,,,,
February,2.01,0.28,3.23,,,,,,,,,
March,3.74,2.60,1.14,,,,,,,,,
April,4.04,1.30,1.38,,,,,,,,,
May,3.57,1.03,1.50,,,,,,,,,
June,2.77,0.42,1.91,,,,,,,,,
July,4.71,1.38,4.22,,,,,,,,,
August,1.41,4.21,4.32,,,,,,,,,
September,2.98,1.54,3.08,,,,,,,,,
October,1.22,2.65,0.19,,,,,,,,,
November,1.07,2.53,2.41,,,,,,,,,
December,2.21,3.66,3.89,,,,,,,,,
Total,32.96,25.65,30.33,,,,,,,,,
Calc annual,32.96,25.65,30.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
