"SLATEFORD BURN, WHITEHILL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR8812,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,7.56,5.85,2.19,,,,,,,,,
February,4.68,0.90,5.47,,,,,,,,,
March,1.85,4.57,3.81,,,,,,,,,
April,4.41,1.64,1.91,,,,,,,,,
May,3.37,1.47,2.45,,,,,,,,,
June,1.01,1.26,1.93,,,,,,,,,
July,4.06,2.58,4.50,,,,,,,,,
August,4.49,5.51,2.34,,,,,,,,,
September,1.72,3.00,2.55,,,,,,,,,
October,2.23,3.76,2.11,,,,,,,,,
November,3.54,2.54,3.10,,,,,,,,,
December,5.33,3.60,4.67,,,,,,,,,
Total,44.25,36.68,37.03,,,,,,,,,
Calc annual,44.25,36.68,37.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
