"FORD OATLANDS LEWES",,,,,,,,,,,,
Grid ref,TQ4063707263,Long,-0.003630,Lat,50.847801,,,,,,,
Station no,RR4106,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.69,0.72,1.16,,,,,,,,,
February,5.19,1.92,2.04,,,,,,,,,
March,1.02,1.24,1.51,,,,,,,,,
April,1.18,2.30,0.86,,,,,,,,,
May,0.71,0.77,1.91,,,,,,,,,
June,2.82,1.11,3.36,,,,,,,,,
July,1.39,2.37,1.39,,,,,,,,,
August,3.02,1.69,4.39,,,,,,,,,
September,0.99,1.30,0.74,,,,,,,,,
October,2.60,3.38,2.13,,,,,,,,,
November,4.95,0.30,2.66,,,,,,,,,
December,4.07,4.08,1.52,,,,,,,,,
Total,31.63,21.18,23.67,,,,,,,,,
Calc annual,31.63,21.18,23.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
