"NEW GALLOWAY, LOCH DEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NX479792,Long,-4.384407,Lat,55.083862,Elevation,800,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5015/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,16.91,11.48,13.5,8.39,14.6,4.32,8.1,12.7,15.41,9.57,3.1,1.9,11,12.01,10.82,6.25,12.41,8.75,13.69,7.97,6.36,7.65,9.18,6.11,7.78,5.86,6.32,9.4,11.57,4.86,6.7
February,,,,,,,,,,,0.87,8.94,0.06,6.5,1.52,10.89,3.09,8.62,7.74,14.84,5.01,5.5,3.4,9.18,5.13,10.48,5.48,1.18,7.43,8.68,8.49,5.3,2.6,3.49,6.81,3.97,2.14,4.65,8.61,4.78,12
March,,,,,,,,,,,6.04,1.46,4.08,6.18,4.39,3.31,5.66,2.61,6.69,10.21,9.51,4.84,6.12,3.44,1.54,7.49,4.71,7.39,7.58,4.46,7.93,6.19,5.86,1.34,5.84,4.16,4.35,9.57,2.63,7.92,3.33
April,,,,,,,,,,,3.42,4.1,6.4,3.76,5.68,4.76,1.77,5.46,1.54,6.25,6.31,5.53,5.31,5.99,6.11,3.3,2.1,12.03,3.98,11.07,6.9,5.89,5.41,4.37,2.98,5.81,2.39,4.84,3.09,4.74,10.18
May,,,,,,,,,,,3.81,6.7,4.76,3.84,6.25,1.2,2.42,3.25,8,1.17,2.56,4.84,7.33,6.52,5.12,7.34,1.27,6.5,3.18,3.59,2.9,2.12,3.89,4.73,4.88,6.75,4.2,3.85,5.75,2.37,3.72
June,,,,,,,,,,,5.4,9.2,3.59,4.23,3.28,4.15,6.12,7.93,13.51,6.17,1.43,1.45,1.3,8.16,7.15,8.34,8.11,7.04,8.16,1.47,6.73,4.02,4.15,3.59,10.2,5.26,4.52,2.55,5.38,3.86,4.05
July,,,,,,,,,,,5.86,7.5,8.22,7.69,3.78,4.25,12.04,8.51,14.09,12.22,6.84,5.45,6.31,4.51,4.21,4.19,6.13,5.88,7.48,2.96,7.97,5.12,5.14,11.93,9.5,2.89,6.92,6.72,5.45,9.37,5.96
August,,,,,,,,,,10.94,11.35,3.2,3.54,5.23,,2.56,7.16,3.95,4.4,3.81,5.03,9.17,9.18,9.71,4.35,3.23,6.21,0.23,9.56,4.67,11.19,14.79,7.12,7.54,6.39,2.57,10.96,8.19,6.27,2.6,6.78
September,,,,,,,,,,1.93,5.68,3.25,9.18,1.26,10.79,9.73,8.44,6.56,11.92,5.16,10.2,5.39,10.89,5.96,8.12,9.35,15.1,9.01,6.63,3.87,20.35,10.52,5.22,13.38,14.71,6.51,7.42,8.92,9.21,2.54,5.16
October,,,,,,,,,,11.91,16.1,7.38,12.64,5.29,11.69,13.69,11.89,6.71,18,5.02,10.75,9.83,11.6,14.79,9.15,11.01,0.96,3.63,5.76,9.02,7.78,1.68,7.28,6.37,15.77,6.11,7.19,8.64,8.13,11.17,7.78
November,,,,,,,,,,17.47,10.94,18.27,8.18,3.5,1.78,10.24,9.4,1.98,18.91,19.01,13.89,10.03,3.03,8.16,12.47,0.67,14.51,12.87,7.81,9.24,6.49,15.03,5.14,12.47,15.75,4.88,5.24,4.4,4.95,11.39,13.7
December,,,,,,,,,,20.22,11.39,9.4,16.55,3.84,17.93,8.23,13.05,6.65,8.71,6.02,13,6.95,13.05,5.12,10.33,7,10.16,5.35,9,15.19,4.15,16.26,9.47,9.51,14.18,11.29,9.47,12.14,7.64,18.15,9.4
Total,,,,,,,,,,,97.77,90.88,90.7,59.71,,77.33,89.14,74.93,128.92,99.45,87.63,70.88,88.52,93.55,84.5,78.65,87.15,79.86,90.26,82.19,97.24,94.57,70.46,84.83,114.79,66.06,71.12,83.87,78.68,83.75,88.76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934 Aug 6.43 and total estimated and removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
