LOXLEY-VALLEY-WHITE-LEE-MOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK265946,Long,-1.602468,Lat,53.447504,Elevation,1170,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3126/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,3.28,2.45,2.98,4.93,6.82,6.02,5.67,2.91,2.77,5.65,4.25,2.81,9.75,2.05,6,5.68,4.78,3.53,4.19,2.61,4.74,7.17,6.19,6.28,,,4.12,,6.9,4.85,6.32,4.55,9.69,2.38,2.27,4.82,5.4,1.43,3.84,2.99,,3.51,4.88,,6.92
February,,,,,,,5.23,0.57,4.7,3,3.41,0.27,4.02,6.29,2.07,6.52,3.49,1.61,5.96,0.65,1.15,5.54,0.8,6.9,0.48,7.21,4.67,7.64,2.7,3.16,,,,3.1,2.81,5.63,6.38,4.07,3.59,2.64,7.26,4.43,1.52,2.1,3.94,3.22,1.92,4.37,,0.19,
March,,,,,,,4.5,3.76,1.51,5.16,2.68,2.09,2.81,1.84,1.15,1.2,1.64,4.39,3.33,0.3,3.51,0.29,3.37,3.23,3.53,1.96,3.86,4.53,0.75,3.47,3.42,6.59,,1.72,0.82,1.23,2.04,7.7,1.96,1.89,2.25,5.49,2.68,2.63,3.34,3.77,2.1,3.82,3.25,1.85,2.87
April,,,,,,,1.99,2.44,1.3,1.8,6.15,1.2,4.24,3.46,2.51,4.19,2.47,5.18,1.7,1.52,3.78,5.23,5.49,1.24,2.95,3.46,2.1,3.02,0.3,2.4,3.7,2.58,2.32,3.04,3.12,2.66,1.93,4.58,2.33,3.67,4.61,2.13,1.96,2.93,0.78,0.95,2.87,0.25,1.16,4.32,2.52
May,,,,,,,2.51,1.72,2.22,1.65,5.3,1.68,0.87,3.89,4.75,4.36,3.4,1.6,1.74,2.38,2.1,3.4,7.26,2.84,2.38,0.38,1.58,3.48,3.16,2.34,1.19,3.66,4.62,3.45,3.78,4.22,3.06,2.57,1.82,2.49,2.39,4.15,2.92,2.87,4.71,3.76,1.03,1.52,3.99,0.96,2.26
June,,,,,,,2.88,1.92,1.05,0.62,3.78,0.35,1.48,0.95,2.79,0.11,3.58,4.87,4.02,1.63,1.92,6.13,0.79,2.41,1.54,5.59,4.19,0.93,2.84,2.99,0.65,0.43,1.38,2.36,2.5,4.28,4.51,3.52,5.46,0.65,1.15,1.05,2.1,2.73,2.46,3.59,3.84,1.76,5.39,2.2,1.7
July,,,,,,,1.46,1.49,3.28,3.99,7.68,0.93,4.38,3.17,3.92,2.01,3.77,2.69,1.19,2.12,7.09,4.34,5.53,2.54,1.98,1.77,3.35,3.46,3.93,7.54,3.2,3.17,3.41,1.68,3.49,1.91,3.35,3.17,1.75,4.84,2.34,1.69,1.92,3.54,2.94,1.14,8.16,3.14,5.83,2.27,4.16
August,,,,,,,1.25,6.6,1.27,3.57,1.77,5.28,6.83,3.51,3.63,3.2,3.89,4.74,3.92,2.91,3.72,8.24,2.5,0.63,2.01,2.54,1.81,1.07,3.17,2.51,0.84,4.37,4.35,3.97,3.29,3.26,5.27,0.47,5.63,2.48,4.54,5.01,2.8,4.12,7.22,0.66,7.12,6,2.67,1.27,3.94
September,,,,,,,1.76,1.48,9.06,2.62,1.55,0.56,3.68,3.55,4.33,3.31,2.17,5.7,0.47,1.64,5.74,5.1,3.15,2.7,3.45,5.89,4.31,1.84,3.19,2.17,3.16,0.49,2.41,5.01,5.41,1.8,7.09,1.75,2.49,1.67,5.58,2.64,4.48,1.99,3.69,1.28,4.27,4.01,4.41,0.08,3.92
October,,,,,,,6.28,5.61,2.62,3.51,2.83,3.12,1.62,3.31,5.88,4.92,4.41,4.51,5.5,4.16,4.95,1.48,7.04,6.3,4.32,8.86,4.86,3.95,9.37,4.55,5.71,5.6,4.47,2.82,4.25,6.79,2.24,0.92,1.98,4.04,2.08,1.09,6.34,2.02,5.83,3.02,2.53,3.83,3.92,3.98,8.43
