CALDER WATER (WHITE GRAIN BURN),,,,,,,,,,,,
Grid ref,NS279633,Long,-4.749419,Lat,55.832153,,,,,,,
Station no,5291/5/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,7.00,12.00,6.05,6.55,11.60,11.90,3.80,7.05,,
February,,,6.15,8.70,5.00,3.45,5.75,7.63,4.35,11.05,,
March,,,2.50,7.00,3.00,5.15,11.60,2.85,7.20,4.05,,
April,,,4.70,6.80,7.90,2.45,4.06,3.50,6.45,10.55,,
May,,2.39,5.04,5.50,7.20,6.40,3.60,5.65,2.57,4.40,,
June,,5.60,2.45,9.05,6.00,6.01,4.45,4.90,5.00,5.35,,
July,,7.87,9.35,8.06,2.01,9.60,9.95,7.64,8.70,8.65,,
August,,10.15,8.60,9.55,1.95,9.10,9.60,8.60,2.87,6.20,,
September,,6.80,12.20,13.80,10.00,8.55,6.85,6.80,2.70,5.40,,
October,,10.90,8.40,15.70,8.05,6.60,11.35,7.20,10.95,5.25,,
November,,3.80,14.25,15.90,5.60,5.95,4.55,4.25,9.95,12.45,,
December,,10.50,9.75,14.05,13.40,14.30,9.65,10.40,14.35,11.85,,
Total,,,90.39,126.11,76.16,84.11,93.01,81.32,78.89,92.25,,
Calc annual,0.00,58.01,90.39,126.11,76.16,84.11,93.01,81.32,78.89,92.25,,
Difference,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
