MILTOWN MALBAY BALLYVASKEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IR0731382207,Long,-9.377737,Lat,52.883007,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,4.76,2.36,7.63,3.88,2.9,1.79,1.87,3.38,7.64,4.7,3.71,4.66,4.21,2.36,4.27,6.61,1.94,2.52,3.39,4.73,2.55,2.51,2.57,4.3,5.35,5.06,3.49,2.75,5.88,5.69,3.31,6.5,2.25,4.56,4.34,4.5,2.16,3.27,,,,,,,
February,,,,,,1.31,4.5,3.31,2.08,3.8,4.35,2.84,4.56,6.51,4.09,3.75,2.98,2.61,1.31,2.93,2.6,0.53,2.97,5.17,4.6,1.24,2.43,3.35,3.46,3.03,3.32,0.49,1.74,5.17,6.09,1.71,4.21,3.99,3.08,2.44,5.28,3.25,3.07,,,,,,,
March,,,,,,1.72,3.87,2.18,1.73,2.2,3.84,2.69,4.16,1.23,4.33,3.46,3.54,1.1,3.47,2,3.63,1.72,0.74,0.75,2.6,4.16,6.74,6.45,1.75,2.06,1.59,3.35,1.75,7.99,3.35,5.67,3.29,3.34,3.23,2.99,3.02,2.21,7.1,,,,,,,
April,,,,,,1.91,3.26,3.3,1.57,2.26,3.51,1.59,5.18,2.01,1.56,2.46,2.4,1.97,1.99,2.73,1.4,1.64,1.47,2.12,3.93,2.58,1.58,6.85,2.95,3.6,3.78,3.32,1.69,2.31,3.79,3.04,1.62,2.89,1.53,4.35,3.61,2.52,1.5,,,,,,,
May,,,,,,2.76,0.93,2.68,2.4,2.26,1.68,2.87,2.2,2.1,4.02,2.31,3.37,1.61,3.57,4.8,3.89,1.62,4.13,1.38,3.8,1.17,0.55,2.12,3.36,2.78,2.92,1.84,2.01,2.8,1.83,1.29,4.02,3.14,3.77,1.85,2.73,3.1,1.85,,,,,,,
June,,,,,,5.17,2.56,2.54,7.32,4.43,5.38,5.26,4.43,1.57,1.37,1.5,2.1,0.43,4.2,1.06,4.74,3.09,2.37,1.11,3.08,1.59,3.01,-999,3.89,2.58,6.73,3.65,2.28,1.01,1.68,1.95,2.71,4.02,1.84,2.65,3.33,2.33,7.23,,,,,,,
July,,,,,,3.22,3.1,2.48,1.46,4.3,5.02,2.42,5.57,4.18,3.57,4.26,4.6,3.43,4.5,3.77,4.49,1.19,2.43,3.21,5.66,5.4,5.55,-999,1.51,1.71,3.3,2.19,1.8,4.7,6.68,2.64,3.28,3.38,3.01,3.32,5.41,2.91,4.1,,,,,,,
August,,,,,,4.24,4.47,6.44,3.92,5.24,2.45,5.85,3.53,6.64,2.11,2.14,3.88,4.04,4.17,6.08,4.77,9.36,7.56,4.63,3.95,5.3,4.2,7.05,6.28,5.06,7.43,6.03,3.27,6.76,6.01,4.19,4.84,5.64,5.39,1.31,4.09,2.65,4.35,,,,,,,
September,,,,,,6.97,5.91,2.68,4.31,5.99,3.67,2.86,2.82,4.06,3.94,6.82,4.77,6.25,1.41,3.22,4.64,3.76,6.6,4.36,0.62,1.07,6.02,4.1,3.59,4.47,2.93,6.26,1.72,5.52,4.52,3.39,1.87,3.16,7.48,4.53,1.45,3.88,,,,,,,,
October,,,,,,4.73,4.48,6.27,4.19,2.95,1.5,3.49,5.82,5.45,4.65,3.97,3.25,3.97,2.33,3.8,3.65,6.19,2.64,4.81,4.81,3.86,3.67,3.74,4.85,2.54,7.11,5.36,2.37,7.3,4.24,1.85,7.55,6.2,1.73,5.75,1.72,4.42,,,,,,,,
November,,,,,,3.59,4.99,8.58,2.29,0.85,5.84,5.71,5.84,7.49,3.75,2.51,5.46,3.59,4.78,3.62,6.69,3.59,6.12,2.87,4.61,5.01,1.49,6.53,5.28,4.48,5.66,6.04,6.48,3.62,3.45,3.53,3.01,4.59,2.78,2.84,4.87,5.34,,,,,,,,
December,,,,,,3.6,5.62,5.9,2.94,3.16,4.73,5.2,4.1,2.75,5.48,1.84,5.72,4.46,6.5,5.95,2.35,7.64,2.39,5.28,3.9,4.51,6.27,7.83,5.29,6.63,6.11,4.69,4.4,6.51,4.2,2.59,4.88,5.07,6.38,4.41,4.72,7.91,,,,,,,,
Total,,,,,,43.98,46.05,53.99,38.09,40.34,43.76,42.65,51.59,51.63,43.57,38.73,46.73,37.67,40.59,44.23,49.46,42.27,41.94,39.08,46.29,38.44,44.02,60.79,46.51,44.29,55.94,46.71,32.26,59.57,51.53,35.16,47.78,47.67,44.78,40.78,44.73,42.68,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912 September onwards all records estimated/computed from Enistymon House or other stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897 June/July bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
