LAUDER (BURNCASTLE),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5083,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.79,4.79,2.91,1.74,2.47,2.28,3.12,2.82,4.42,1.51,2.30,
February,1.86,0.41,2.43,5.69,1.20,5.66,3.15,0.87,1.63,1.85,1.73,
March,3.58,2.68,2.40,1.28,0.58,3.20,1.40,2.73,4.25,0.16,2.06,
April,2.56,0.55,3.10,2.45,1.23,3.22,1.79,1.55,1.40,1.24,2.17,
May,2.62,1.40,0.49,3.76,4.92,4.10,2.85,2.19,1.59,1.77,1.08,
June,0.62,0.57,1.77,0.98,1.09,0.74,3.48,2.65,4.46,2.80,2.09,
July,2.30,2.25,4.09,1.54,4.41,1.35,2.89,4.05,1.50,3.66,3.26,
August,4.79,3.95,2.03,4.30,2.68,2.17,2.63,6.03,6.01,5.01,5.83,
September,1.18,1.21,2.80,2.26,3.79,4.82,3.90,7.18,2.17,0.40,5.10,
October,2.60,3.30,3.39,2.83,2.93,2.50,3.85,3.81,4.84,3.11,4.14,
November,1.77,1.99,1.11,2.77,1.53,1.73,5.08,3.62,3.71,3.75,4.44,
December,4.22,1.62,2.83,3.28,3.55,2.77,0.67,2.82,2.34,4.31,2.38,
Total,30.89,24.72,29.35,32.88,30.38,34.54,34.81,40.32,38.32,29.57,36.58,
Calc annual,30.89,24.72,29.35,32.88,30.38,34.54,34.81,40.32,38.32,29.57,36.58,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
