WHITMORE-PUMPING-STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ799400,Long,-2.3006481,Lat,52.956992,Elevation,396,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,2.17,,1.84,4.09,2.25,3.04,1.88,2.37,1.69,3.56,3.86,3.6,5.99,1.55,2.26,2.74,5.04,3.88,2.78,2.34,1.54,6.82,2.19,1.26,2.27,3.9,1.18,1.11,2.44,3.62,1.82,2.8,3.15,5.26
February,,,,,,,,1.49,2.47,0.5,0.33,3.34,0.16,4.41,0.37,3.18,2.03,4.36,0.71,1.43,2.39,3.8,1.68,1.36,1.32,1.79,6.2,0.72,1.72,0.97,4.6,2.51,0.81,1.97,2.69,1.62,0.65,2.83,4.48,0.63,2.18
March,,,,,,,,2.9,1.41,0.49,3.23,0.15,1.9,2.59,1.55,0.63,2.08,2.25,0.7,1.71,2.01,3.17,1.72,1,1.05,1.13,0.93,5.05,0.77,2.41,1.23,4.36,1.78,1.14,2.59,2.26,1.48,2.82,1.47,1.81,1.29
April,,,,,,,,1.82,1.4,0.55,2.45,4.11,3.82,0.83,1.73,2.83,1.82,2.08,0.21,1.8,2.41,1.32,1.52,1.21,2.15,1.66,1.01,2.52,1.88,2.39,3.15,1.55,2.32,2.35,0.41,1.01,1.18,0.28,0.56,3.69,1.46
May,,,,,,,,1.4,0.77,2.01,2.35,4.39,5.18,1.18,1.14,0.89,0.82,2.29,2.3,1.16,1.76,3.14,3.56,2.81,0.99,3.62,1.21,2.7,2.86,3.03,0.89,2.65,1.87,2.45,2.32,3.2,0.5,1.42,3.1,1.29,1.73
June,,,,,,,,4.86,,1.38,1.25,3.95,0.67,2.33,1.25,3.28,3.64,0.74,1.44,1.75,1.15,0.88,0.62,2.79,2.11,2.87,2.69,1.25,4.23,0.72,1.3,2.26,2.21,2.55,3.61,2.85,2.85,2.23,4.51,1.41,2.9
July,,,,,,,3.25,2.47,1.67,2.39,6.81,3.57,2.95,2.11,1.1,0.58,5.59,3.67,2.61,6.77,3.31,2.44,2.89,2.35,2.85,0.89,2.06,3.41,1.88,1.54,3.04,2.1,1.27,3.43,3.41,0.23,4.6,7.38,3.8,1.61,3.62
August,,,,,,,3.33,3.9,3.54,3.39,3.4,5.66,1.63,1.01,2.89,1.29,3.05,1.57,3.5,1.2,0.32,4.49,2.63,3.72,4.18,3.17,4.42,0.62,4.06,2.58,5.57,4.39,2.14,,5.05,1.18,4.6,5.27,4.12,1.08,4.63
September,,,,,,,1.42,3.1,0.82,1.3,2.99,3.09,1.97,1.12,2.14,4.3,3.81,1.39,1,0.8,3.16,0.5,2.25,4.18,4.89,1.67,3.99,1.38,2.26,0.62,3.81,2.05,2.44,2.15,2.99,2.88,2.99,5.82,4.67,0.29,5.17
October,,,,,,,2.48,1.92,3.75,3.09,3.61,1.08,5.75,4.52,2.55,5.34,1.98,2.03,3.2,2.74,4.32,3.52,3.13,2.3,4.33,5.49,0.69,0.47,2.49,3.85,1.06,1.08,3.54,2.22,5.1,1.27,1.96,2.4,2.63,2.33,4.52
November,,,,,,,4.91,2.51,4.42,5.82,3.42,5.67,2.66,1.03,3.07,4.79,2.95,1.11,3.48,4.45,7.11,3.23,0.77,2.94,4.73,0.3,5.11,2.89,1.9,3,3.96,6.01,1.9,1.77,4.99,1.69,1.57,1.98,1.82,3.18,4.72
December,,,,,,,0.55,1.48,3.07,5.13,3.31,2.22,1,0.27,3.97,3.11,2.46,2.61,2.84,1.69,2.14,1.43,2.43,1.05,1.79,2.55,3.39,2.7,3.83,2.77,3.22,2.85,4.23,1.03,2.76,2.52,2.31,1.65,2.67,5.05,2.74
Total,,,,,,,,30.02,,27.89,37.24,39.48,30.73,23.28,24.13,31.91,33.79,27.96,25.59,31.49,31.63,30.18,25.94,30.75,34.27,27.92,34.04,25.25,34.7,26.07,33.09,34.08,28.41,,37.03,23.15,28.31,35.9,36.63,25.52,40.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDAS src_id 2921 WHITMORE P STA Start 1926 end 1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is from 1950s record and is a reservoir near Whitmore. Altitudes match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
