"WHITMORE PUMPING STATION",,,,,,,,,,,,
Grid ref,SJ799400,Long,-2.300648,Lat,52.956992,,,,,,,
Station no,2357,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.27,3.90,1.18,1.11,2.44,3.62,1.82,2.80,3.15,5.26,,
February,2.51,0.81,1.97,2.69,1.62,0.65,2.83,4.48,0.63,2.18,,
March,4.36,1.78,1.14,2.59,2.26,1.48,2.82,1.47,1.81,1.29,,
April,1.55,2.32,2.35,0.41,1.01,1.18,0.28,0.56,3.69,1.46,,
May,2.65,1.87,2.45,2.32,3.20,0.50,1.42,3.10,1.29,1.73,,
June,2.26,2.21,2.55,3.61,2.85,2.85,2.23,4.51,1.41,2.90,,
July,2.10,1.27,3.43,3.41,0.23,4.60,7.38,3.80,1.61,3.62,,
August,4.39,2.14,3.29,5.05,1.18,4.60,5.27,4.12,1.08,4.63,,
September,2.05,2.44,2.15,2.99,2.88,2.99,5.82,4.67,0.29,5.17,,
October,1.08,3.54,2.22,5.10,1.27,1.96,2.40,2.63,2.33,4.52,,
November,6.01,1.90,1.77,4.99,1.69,1.57,1.98,1.82,3.18,4.72,,
December,2.85,4.23,1.03,2.76,2.52,2.31,1.65,2.67,5.05,2.74,,
Total,34.08,28.41,25.53,37.03,23.15,28.31,35.90,36.63,25.52,40.22,,
Calc annual,34.08,28.41,25.53,37.03,23.15,28.31,35.90,36.63,25.52,40.22,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,,
