BATTERSEA-NINE-ELMS-HEATHWALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ295776,Long,-0.13643366,Lat,51.482537,Elevation,54,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,,,2.16,0.51,0.59,2.04,1.78,1.08,3.18,0.59,1.35,0.71,1.52,1.11,3.11,2.37,0.4,3.7,1.06,0.96,2.62,2.43,2.34,1.63,1.71,0.9,2.43,1.38,1.82,1.36,2.58,,
February,,,,,,,,,,,2.59,0.67,0.64,0.78,2.06,0.53,1.2,0.85,1.14,0.22,2.34,1.28,1.31,0.69,2.12,2.99,2.5,0.65,0.81,1.66,0.35,0.13,1.48,2.15,0.37,2.42,2.16,2.87,0.96,,
March,,,,,,,,,,0.38,0.69,1.51,1.24,1.83,1.02,2.93,0.61,0.75,1.96,2.39,0.66,1.15,1.99,2.18,3.63,0.51,2.7,1.41,0.83,2.76,1.11,0.92,1.13,1.53,0.59,0.44,0.11,1.95,0.86,,
April,,,,,,,,,,2.11,0.65,1.79,0.28,1.78,0.96,1.27,0.52,2.66,1.79,1.6,1.4,1.24,0.01,2.13,0.73,1.12,0.97,1.54,2.61,2.42,2.16,1.08,2.05,1.14,2.48,1.13,2.21,1.62,0.87,,
May,,,,,,,,,,1.02,0.8,0.52,2.32,3,1.7,0.64,0.93,1.27,1.46,1.47,1.76,1.21,0.94,1.32,1.39,2.17,1.65,2.05,1.53,0.18,0.54,1.18,0.52,1.5,2.49,1.21,1.09,1.15,1.85,,
June,,,,,,,,,,0.94,1.91,1.6,2.96,5.18,0.69,3.79,2.48,2.18,1.4,2.81,1.92,2.28,2.83,0.35,1.65,0.46,1.21,1.71,1.18,1.36,1.35,0.14,0.91,0.27,2.25,0.02,2.29,2.41,1.68,,
July,,,,,,,,,,0.98,1.05,2.99,1.03,4.39,1.58,0.63,0.39,0.77,3.26,3.11,2.93,1.58,0.95,1.29,1.21,3.55,0.92,3.49,7.27,2.17,3.49,0.04,2.78,2.63,2.15,2.94,1.36,2.13,1.79,,
August,,,,,,,,,,0.39,2.11,1.83,3.03,4.22,1.41,2.78,0.87,1.55,2.4,1.33,2.66,1.35,4.78,1.38,1.41,2.18,4.97,3.48,1.51,1.89,1.86,0.72,1.77,1.22,1.69,2.27,1.76,3.23,2.43,,
September,,,,,,,,,,2.89,0.49,1.57,0.88,2.29,0.8,1.23,1.38,0.55,1.07,1.75,0.49,1.04,1.92,1.53,0.68,1.65,1.25,2.25,4.55,0.93,3.23,1.75,1.51,0.78,2.04,1.61,1.07,3.53,0.52,,
October,,,,,,,,,,1.94,1.4,2.03,1.24,4.81,1.39,0.81,2.77,2.22,1.9,3.19,1.97,2.75,1.88,2.67,0.9,1.88,2.81,2.92,1,0.5,0.81,0.68,0.55,4.38,3.31,2.01,1.82,1.03,2.72,,
November,,,,,,,,,,3.73,1.3,0.42,1.31,1.64,1.58,2.52,3.06,1.79,0.48,0.74,2.66,3.12,1.49,1.92,2.98,1.92,3.76,1.37,1.83,0.93,0.87,1.86,1.1,1.31,1.78,1.08,4.36,2.12,1.32,,
December,,,,,,,,,,0.99,2.01,2.53,1.28,1.1,1.7,0.52,1.71,2.7,1.52,2.17,2.63,3.82,2.65,0.84,5.5,4.98,2.21,0.63,1.95,2.94,1.64,1.02,2.62,1.66,2.76,1.97,0.18,2.42,1.72,,
Total,,,,,,,,,,,17.16,17.97,16.8,33.06,16.67,18.73,19.1,17.88,19.73,21.49,22.94,21.93,23.86,18.67,22.6,27.11,26.01,22.46,27.69,20.17,19.75,11.15,18.13,19.47,24.34,18.48,20.23,25.82,19.3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Heathwall Pumping Station. Gauge is mounted on the roof of a building.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
