LOXLEY VALLEY (EMLIN MOOR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK247934,Long,-1.629663,Lat,53.436805,Elevation,998,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,1.13,5.98,3.96,2.68,5.6,2.52,2.78,3.29,4.94,5.71,6.95,5.5,3.75,2.87,5.19,5.81,3.45,12.26,1.97,6.73,7.66,4.88,3.28,4.65,3.08,4.82,7.05,6.32,7.21,4.52,4.85,3.89,5.8,6.99,4.64,6.42,4.25,9.58,2.54,2.25,4.8,5.49,1.65,4.35,3.4,7.25,3.41,5.63,4.37,6.46
February,,4.11,2.02,1.35,2.5,4.95,8.06,0.65,3.45,2.64,4.28,0.39,4.66,7.28,2.33,6.59,3.58,1.71,7.58,0.76,1.44,6.09,0.8,7.73,0.38,7.69,4.49,8.22,3.39,3.39,3.47,5.6,1.74,3.76,2.59,5.49,6.79,3.93,3.73,2.65,7.25,4.29,1.67,2.5,3.8,3.39,1.62,3.55,6.55,0.22,3.1
March,,2.09,4.15,4.29,3.93,1.42,7.27,2.67,1.71,6.39,3.13,3.49,3.14,2.4,1.24,2.13,2.89,5.25,3.5,0.55,3.7,0.37,3.39,3.39,4.64,2,3.87,4.19,1,4.03,3.52,6.43,2.79,1.86,0.69,1.18,2.05,7.19,1.71,1.46,1.87,5.71,2.37,2.75,2.93,3.68,2.31,3.68,2.78,1.88,2.67
April,,2.4,0.92,3.61,1.56,1.56,2.33,2.29,1.75,2.22,6.27,1.54,5.06,2.99,2.62,4.3,2.33,5.84,1.97,1.8,4.18,5.97,5.65,1.53,3.11,3.52,2.29,3,0.36,3,3.9,2.82,2.28,3.17,3.05,2.67,2.12,4.21,2.4,3.96,5.11,2.28,2.12,3.04,0.58,1.16,2.74,0.29,1.34,4.48,2.67
May,,1.07,4.59,3.09,1.91,1.88,2.76,1.99,2.58,1.59,4.93,1.6,1.09,5.01,4.91,4.21,3.75,2.01,1.9,2.57,2.97,3.04,7.49,2.09,2.41,0.67,1.72,3.67,3.26,2.81,1.25,3.58,4.59,3.25,4.16,4.45,2.82,2.81,1.68,2.69,2.3,4.27,2.86,2.88,5.2,4.34,0.93,1.52,3.88,1.07,1.96
June,,2.83,4.01,1.31,4.68,1.66,3.28,2.07,1.14,0.75,4.24,0.43,1.94,1.09,2.06,0.11,3.72,5.16,4.57,1.76,3.07,5.59,0.74,2.51,1.39,4.58,4.25,0.99,2.91,3.07,0.72,0.77,1.22,2.49,2.47,4.03,6.03,3.11,5.9,0.64,1.39,1.14,2.22,2.65,2.39,3.49,4.07,1.92,5.2,1.9,1.65
July,,0.21,7.31,1.64,2.64,5.14,1.74,1.37,3.01,4.19,6.61,1.44,4.37,3.42,3.88,2.01,4.32,2.85,1.38,2.38,7.73,4.74,5.05,2.94,2.43,1.99,3.52,3.71,4.4,7.03,3.02,3.57,3.7,1.78,3.28,2.03,3.4,2.43,1.44,3.98,2.38,1.88,1.78,3.53,3.25,1.24,8.65,3.45,5.77,2.37,5.01
August,,2.5,7.89,1.62,1.65,3.17,1.24,6.11,1.56,3.78,1.91,6.01,7.89,3.81,4.45,2.9,3.85,4.37,3.54,3.51,4.33,7.39,2.6,0.75,2.11,2.38,1.66,1.11,3.05,2.57,0.98,4.76,4.23,4.08,3.36,3.34,4.61,0.44,5.7,2.46,3.89,4.61,2.97,3.98,7.68,0.97,7.31,7,2.85,1.58,3.84
September,,2.38,1.83,3.59,2.93,0.73,1.6,1.47,9.19,2.91,1.61,0.77,4.09,3.8,4.5,3.63,2.26,5.73,0.6,1.8,5.42,5.46,2.89,2.24,3.49,5.91,5.69,1.58,3.37,2.31,3.34,0.37,2.32,4.71,5.24,2.02,6.43,1.52,2.45,1.54,5.67,2.01,5.59,1.81,4.08,1.62,4.19,5.26,3.91,0.06,4.46
October,,3.19,3.7,5.45,3.85,2.54,5.34,5.14,2.72,4.46,2.48,3.08,1.46,3.59,5.77,5.09,5.31,4.87,6.14,5.65,5.82,1.72,7.18,6.24,4.97,9.46,5.28,3.93,9.13,4.48,5.19,5.7,5.02,2.45,4.62,7.43,1.9,0.82,2.07,4.07,2.06,1.02,7.16,2.01,6.36,3.13,2.71,3.78,3.71,3.82,8.95
November,,5.3,2.34,3.76,6.03,4.18,5.13,3.48,1.75,3.18,1.89,2.37,2.79,7.22,3.19,3.56,5.75,6.08,8.61,9.12,5.42,5.33,4.62,2.64,2.95,8.1,5.94,2.52,6.05,8.7,10.1,4.6,1.92,4.08,8.41,0.69,8.94,5.46,1.78,7.45,7.58,10.53,3.24,3.2,7.71,2.43,2.39,3.03,1.03,5.52,6.1
December,,6,5.6,2.43,7.79,8.62,3.42,2.24,7.24,6.36,4.48,7.23,4.94,3.93,4.24,6.6,2.82,3.94,3.08,10.66,3.72,2.41,2.19,0.69,5.69,4.92,5.35,4.81,4.55,4.08,4.92,2.43,3.73,2.33,4.6,3.26,4.45,5.03,4.31,8.66,2.19,6.88,3.87,1.63,7.29,5.97,5.62,5.16,4.92,7.21,5.2
Total,,33.21,50.34,36.1,42.15,41.45,44.69,32.26,39.39,43.41,47.54,35.3,46.93,48.29,42.06,46.32,46.39,51.26,55.13,42.53,54.53,55.77,47.48,36.03,38.22,54.3,48.88,44.78,47.79,52.68,44.93,45.48,37.43,39.76,49.46,41.23,55.96,41.2,42.75,42.1,43.94,49.42,41.34,31.63,55.62,34.82,49.79,42.05,47.57,34.48,52.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note:  1947 Jan,Feb,Mar estimated for snow, left as on record",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
