"GRATWICH (FRADSWELL)",,,,,,,,,,,,
Grid ref,SK007334,Long,-1.991039,Lat,52.898043,,,,,,,
Station no,2361/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.36,3.04,0.97,1.35,2.42,3.98,2.18,2.52,3.03,5.22,,
February,2.76,0.93,1.95,2.65,1.80,0.53,2.47,4.63,0.46,1.75,,
March,4.37,2.11,1.74,2.35,2.54,1.68,2.51,1.93,2.05,1.96,,
April,2.73,3.15,2.68,0.41,1.84,1.40,0.27,0.71,3.02,1.37,,
May,3.19,2.23,3.12,2.83,3.23,0.81,0.93,2.85,0.82,2.19,,
June,1.71,2.80,2.92,4.30,3.71,2.41,2.02,5.20,1.35,3.28,,
July,1.62,2.17,3.43,2.94,1.00,3.98,3.13,4.00,3.08,4.05,,
August,4.96,2.50,2.85,4.24,1.21,6.15,5.47,3.20,1.50,5.15,,
September,3.55,1.51,2.17,3.36,2.51,3.07,6.32,3.75,0.10,5.57,,
October,0.75,3.61,1.53,5.25,1.66,1.78,2.27,2.81,2.17,5.17,,
November,7.83,1.63,2.13,5.35,2.13,1.30,1.86,1.72,3.97,4.02,,
December,2.99,3.58,1.22,4.03,2.87,3.46,1.83,3.56,4.11,3.41,,
Total,38.82,29.26,26.71,39.06,26.92,30.55,31.26,36.88,25.66,43.14,,
Calc annual,38.82,29.26,26.71,39.06,26.92,30.55,31.26,36.88,25.66,43.14,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
