"EWHURST CONEYHURST",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,180,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.44,2.93,4.14,2.01,3.15,3.30,4.60,2.14,6.48,1.64,4.40,
February,0.64,0.19,2.87,5.36,0.78,4.27,3.22,5.36,2.54,0.88,1.00,
March,2.08,1.19,2.47,3.19,1.63,0.77,0.33,4.45,2.54,0.03,1.97,
April,3.48,1.34,3.58,3.14,4.18,2.90,3.52,2.34,3.00,0.71,2.18,
May,1.14,1.98,1.13,3.88,4.17,3.35,1.22,1.22,1.83,2.57,2.91,
June,2.32,0.15,1.16,0.52,3.22,0.09,3.86,4.92,2.80,1.62,0.76,
July,6.22,0.36,5.53,1.67,5.54,4.95,1.49,2.56,1.82,1.79,3.61,
August,1.69,1.71,2.65,3.00,3.34,2.89,1.95,5.34,3.10,2.26,4.66,
September,2.91,0.91,2.14,2.46,4.73,3.07,1.02,6.40,1.33,0.17,3.08,
October,2.53,0.77,1.14,7.47,4.46,3.64,2.19,2.51,7.19,3.92,1.55,
November,2.12,2.16,2.45,1.81,3.55,3.38,6.96,4.35,2.84,7.04,5.06,
December,3.31,1.99,4.79,3.52,4.83,3.69,0.36,4.69,2.82,7.02,2.63,
Total,31.88,15.68,34.05,38.03,43.58,36.30,30.72,46.28,38.29,29.65,33.81,
Calc annual,31.88,15.68,34.05,38.03,43.58,36.30,30.72,46.28,38.29,29.65,33.81,
Difference,-0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
