"ALWINTON HARBOTTLE CASTLE",,,,,,,,,,,,
Grid ref,NT931047,Long,-2.110322,Lat,55.336297,,,,,,,
Station no,RR1919,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.70,,,,,,,,,,,
February,6.52,,,,,,,,,,,
March,2.04,,,,,,,,,,,
April,1.61,,,,,,,,,,,
May,1.65,,,,,,,,,,,
June,4.59,,,,,,,,,,,
July,2.42,,,,,,,,,,,
August,6.18,,,,,,,,,,,
September,1.24,,,,,,,,,,,
October,6.37,,,,,,,,,,,
November,5.37,,,,,,,,,,,
December,4.07,,,,,,,,,,,
Total,46.76,,,,,,,,,,,
Calc annual,46.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
