"BATCHWORTH (PUMPING STATION)",,,,,,,,,,,,
Grid ref,TQ063940,Long,-0.465446,Lat,51.634775,,,,,,,
Station no,900/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.09,1.84,0.82,0.86,2.73,4.32,1.64,3.15,2.77,2.41,,
February,4.38,0.66,1.77,2.19,1.80,0.10,3.86,2.85,0.07,2.50,,
March,3.59,2.77,0.62,2.55,1.08,0.81,1.50,1.49,2.33,1.38,,
April,2.87,1.87,2.40,0.33,0.54,1.05,0.21,1.54,2.45,0.66,,
May,1.96,1.87,1.42,2.29,4.71,0.25,1.31,2.72,0.54,2.26,,
June,1.66,1.02,1.88,4.19,2.15,2.36,1.36,3.98,1.40,2.48,,
July,1.08,0.60,4.27,3.16,0.46,3.21,3.67,3.34,3.02,3.82,,
August,3.90,4.25,2.31,2.61,0.97,4.89,2.50,3.33,1.61,2.87,,
September,3.58,3.35,2.16,1.99,2.06,2.35,3.15,5.39,0.03,4.63,,
October,1.01,3.10,2.64,2.39,3.80,2.20,2.09,2.89,2.29,6.85,,
November,5.29,2.97,1.54,4.84,2.61,0.54,2.23,2.46,2.27,4.36,,
December,1.52,2.91,0.51,1.84,2.17,4.18,2.40,3.26,4.22,3.44,,
Total,33.93,27.21,22.34,29.24,25.08,26.26,25.92,36.40,23.00,37.66,,
Calc annual,33.93,27.21,22.34,29.24,25.08,26.26,25.92,36.40,23.00,37.66,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
