YATESBURY,,,,,,,,,,,,
Grid ref,SU058715,Long,-1.917939,Lat,51.442464,,,,,,,
Station no,RR6391,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.47,1.68,1.33,3.46,4.28,0.73,4.86,1.11,,,,
February,6.75,1.85,1.34,1.76,3.47,0.75,3.12,1.54,,,,
March,1.77,2.15,1.74,4.73,1.80,4.07,2.09,0.89,,,,
April,2.24,2.57,1.86,3.10,1.59,2.79,1.12,3.94,,,,
May,1.75,2.06,2.65,5.19,3.12,0.27,2.76,2.31,,,,
June,2.02,2.64,3.26,5.49,1.20,4.06,3.80,3.56,,,,
July,1.94,2.70,1.29,3.05,4.31,1.68,0.92,2.47,,,,
August,2.94,2.22,3.47,4.04,2.85,5.09,1.96,2.14,,,,
September,1.03,1.83,1.61,3.21,2.01,1.65,1.10,0.89,,,,
October,3.32,2.64,2.09,7.65,1.16,1.85,6.35,,,,,
November,3.03,0.92,2.72,2.15,1.91,3.81,4.57,,,,,
December,5.20,5.74,2.11,2.25,2.38,1.14,2.21,,,,,
Total,35.46,29.00,25.47,46.08,30.08,27.89,34.86,,,,,
Calc annual,35.46,29.00,25.47,46.08,30.08,27.89,34.86,18.85,0.00,0.00,,
Difference,-0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,NaN,NaN,NaN,,
