LUMSDEN LAW NO 4 SOUTH MEDIUM,,,,,,,,,,,,
Grid ref,NT726049,Long,-2.433504,Lat,55.337374,,,,,,,
Station no,RR7535,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.90,1.96,,,,,,,,,,
February,5.26,1.93,,,,,,,,,,
March,1.53,2.16,,,,,,,,,,
April,2.35,1.41,,,,,,,,,,
May,1.89,2.35,,,,,,,,,,
June,5.22,1.79,,,,,,,,,,
July,2.69,2.19,,,,,,,,,,
August,5.70,4.21,,,,,,,,,,
September,1.88,1.91,,,,,,,,,,
October,5.32,2.32,,,,,,,,,,
November,5.21,5.08,,,,,,,,,,
December,4.61,2.75,,,,,,,,,,
Total,45.56,30.06,,,,,,,,,,
Calc annual,45.56,30.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
