LUMSDEN LAW NO 6 NORTH MEDIUM,,,,,,,,,,,,
Grid ref,NT724059,Long,-2.436756,Lat,55.346348,,,,,,,
Station no,RR7536,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.70,2.39,,,,,,,,,,
February,3.47,1.60,,,,,,,,,,
March,0.92,2.39,,,,,,,,,,
April,3.31,2.21,,,,,,,,,,
May,2.52,2.54,,,,,,,,,,
June,5.15,1.89,,,,,,,,,,
July,2.52,2.19,,,,,,,,,,
August,5.24,3.89,,,,,,,,,,
September,2.28,2.09,,,,,,,,,,
October,5.70,2.49,,,,,,,,,,
November,4.38,3.50,,,,,,,,,,
December,7.82,3.80,,,,,,,,,,
Total,47.01,30.98,,,,,,,,,,
Calc annual,47.01,30.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
