"SHILLELAGH, COOLATTIN GARDENS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IT0135768154,Long,-6.499307,Lat,52.755215,Elevation,383,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,2.71,5.28,0.38,2.54,1.85,2.69,1.69,6.63,9.49,3.74,2.65,3.2,2.25,4.39,5.17,4.93,3.5,5.02,2.16,8.61,4.4,10.07,3.91,4.55,2.06,6.04,3.04,3.61,2.57,3.53,1.05,6.81,7.51,4.46,4.9,3.7
February,,,,,,1.22,3.36,2.14,1.86,0.42,5.25,2.44,5.19,2.85,5.74,5.35,4.56,2.87,4.72,3.48,2.18,1.6,2.39,7.33,1.49,4.3,3.01,3.41,2.86,4.54,1.77,2.42,0.55,3.63,0.09,3,3.71,5.07,2.6,4.43,6.45
March,,,,,,4.79,1.68,0.99,4.75,4.02,2.31,2.14,4.01,3.16,3.86,0.98,2.82,4.72,2.63,2.75,4.64,3.71,2.13,2.46,0.95,0.61,0.96,5.28,7.94,0.87,5.48,3.94,2.12,3.21,3.76,0.86,3.59,3.69,0.86,3.06,2.87
April,,,,,,4.94,2.22,3.93,2.92,6.25,3.01,2.79,1.76,4.03,1.69,1.87,2.26,1.54,1.97,1.93,4.03,0.57,4.23,2.53,3.59,3.49,2.08,1.33,3,0.38,2.29,4.63,3.4,1.18,2.95,2.67,2.22,3.86,0.09,1.84,4.69
May,,,,,,1.65,3.29,4.83,2.21,1.7,1.95,1.46,1.47,5.03,2.62,2.59,4.04,2.43,2.52,2.49,3.55,2.11,1.66,1.46,3.78,4.93,2.74,1.56,1.29,4.46,2.63,5.86,4.85,3.33,2.27,1.12,1.12,1.41,2.95,0.9,0.83
June,,,,,,1.71,1.63,5.47,1.67,2.96,5.29,1.83,6.52,2.13,0.87,1.07,3.22,1.96,2.26,2.43,1.6,0.56,1.56,1.76,3.43,0.32,2.77,4.12,5.59,1.9,1.86,4.17,1.3,2.29,0.92,3,2.3,1.84,4.44,2.63,1.36
July,,,,,,1.93,1.2,3.56,4.65,3.08,3.37,3.12,5.05,0.85,4.77,4.44,2.41,1.46,4.15,1.14,6.12,4.14,2.48,3,3.87,3.2,2.69,4.37,1.12,4.1,4.82,3.4,4.88,2.78,1.18,0.79,9.79,3.4,5.45,5.18,4.96
August,,,,,,6.67,3.56,3.2,4.23,2.06,5.98,2.87,6.05,1.8,6.18,3.2,2.84,10.34,2.38,2.65,3.25,5.09,5.92,6.94,4.93,2.29,3.32,4.97,4.24,3.33,7.42,3.76,2.3,1.13,3.57,2.09,0.9,2.07,3.23,2.38,0.27
September,,,,,,2,0.5,1.42,6.26,2.55,0.93,3.73,0.35,3.39,2.46,2.12,3.39,2.68,6,2.24,1.22,1.18,3.18,3.42,6.37,3.12,1.33,2.55,0.9,1.24,6.17,2.89,1.66,2.67,5.45,4.6,4.29,3.64,2.82,3.19,1.78
October,,,,,,1.23,4.93,6.84,3.49,6.65,2.71,5.29,3.53,5.43,2.29,6.79,7.75,3.36,4.35,1.72,8.42,3.59,,4.69,3.11,4.35,2.8,3.76,6.28,4.08,7.06,1.93,3.81,4.88,3.11,2.61,1.83,3.07,6.54,4.58,9.35
November,,,,,,4.41,1.88,4.17,3.4,1.18,4.52,5.6,2.04,5.82,3.64,3.17,7.54,4.08,4.47,2.94,3.74,5.26,,3.1,4.52,3.14,6.53,3.3,6.37,6.84,4.01,8.28,2.24,1.67,1.71,5.01,4.12,2.55,6.45,8.24,5.58
December,,,,,,2.4,3.05,4.22,5.77,4.94,7.51,9.5,2.9,1.73,8.95,7.43,3.56,2.48,6.07,6.81,4.25,2.04,4.74,3.26,5.81,2.64,1.08,3.61,4.38,9.65,4.46,2.53,6.8,3.3,6.79,3.25,3.55,3.12,6.75,2.96,3.99
Total,,,,,,35.66,32.58,41.15,43.75,37.66,45.52,42.46,45.5,45.71,46.81,41.66,47.59,40.17,45.91,35.75,47.93,33.35,,42.11,50.46,36.79,39.38,42.17,48.52,43.45,54.01,46.85,37.52,32.64,35.33,30.05,44.23,41.23,46.64,44.29,45.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922 Oct 1.30; Nov 2.0 estimated from surrounding sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obsrver D (Duncan) Brough lived at house 5 Coolattin Park in 1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
