HELTONDALE KIDMOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY482197,Long,-2.802723,Lat,54.569853,Elevation,1025,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,5.38,6.76,8.94,4.94,3.93,5.52,5.99,7.84,6.17,12.64,1.36,10.42,4.23,8.01,7.22,9.61,2.26,9.75,9.63,9.97,8.97,1.87,1.93,5.76,10.22,,,,,,,,6.74,5.24,2.4,5.25,6.35,4.25,14.45,8.86,5.83,11.1
February,,,,,,,,,,1.3,4.79,0.16,5.4,9.57,0.8,7.02,4.65,2.61,5.46,1.09,0.72,3.98,0.19,5.64,0.4,9.24,4.33,5.9,2.88,7.75,1.93,8.11,2.65,5.36,,,,,,,,7.65,1.33,1.8,5.5,2.15,0.93,7.93,9.16,1.56,11.49
March,,,,,,,,,,4.2,8.01,8.53,3.77,3.12,1.51,1.91,1.9,5.43,6.88,0.33,3.81,1.09,4.29,6.07,4.3,1.61,3.98,3.26,4.12,5.74,8.16,2.59,3.39,2.92,,,,,,,,5.07,3,0.8,4.5,1.58,1.63,6.42,1.76,5.31,2.09
April,,,,,,,,,,2.49,5.74,1.18,3.99,3.85,2.92,5.29,3.4,3.64,1.58,1.68,2.13,2.93,6.1,2.47,5.5,5.88,1.27,3.65,0.27,2.16,2.92,1.67,4.02,4.86,,,,,,,,6,4.25,4.85,0.96,1.3,1.2,0.87,2.23,6.87,6.29
May,,,,,,,,,,1.3,6.59,2.65,1.54,3.66,5.93,5.28,2.14,2.44,1.46,3.33,2.7,3.42,3.76,4.01,4.9,0.77,2.18,3.18,3.72,0.99,1.38,2.39,5.8,6.09,,,,,,,,1.68,3.21,3.5,4.95,5.4,1.93,3.05,5.85,1.28,2.72
June,,,,,,,,,,1.71,1.88,0.29,2.6,0.8,1.82,0.12,4.99,3.28,6.86,1.84,2.08,6.01,3.33,2.33,2.77,6.83,3.36,1.8,5.01,3.35,0.6,0.13,0.78,4.72,,,,,,,,1.41,3.36,2.63,3.55,3.25,3.6,1.65,5.5,5.95,4.25
July,,,,,,,,,,0.97,5.67,2.46,5.22,3.13,5.6,1.82,3.82,5.09,2.7,4.53,5.14,5.09,6.8,4.38,1.97,1.86,7.18,1.61,7.72,6.7,5.84,1.34,3.13,3.91,,,,,,,,3.89,2.53,5.65,3.71,1.44,4.25,4.74,4.42,4.45,5.39
August,,,,,,,,,,4.31,2.64,6.25,3.16,9.1,3.71,4.21,4.81,8.78,7.11,5.51,9.62,4.76,1.27,2.85,6.25,2.66,2.01,3.21,2.81,3.8,1.56,5.72,5.9,7.94,,,,,,,,5.86,3.75,5.28,6.39,2.5,8.9,7.65,4.07,1.37,4.24
September,,,,,,,,,,2.83,2.71,1.67,4.36,5.66,7.59,4.99,4.99,7.35,1.94,2.16,4.15,2.61,6.1,2.22,8.3,11.16,6.08,4.06,2.48,2.03,5.32,1.26,4.9,4.38,,,,,,,,9.51,6.08,8.35,9.48,3,5.54,6.1,8.47,1.2,4.03
October,,,,,,,,,,2.46,3.59,2.56,2.02,11.63,4.76,7.29,4.2,6.99,11.29,7.12,8.95,3.02,9.67,5.66,11.1,9.91,4.8,4.18,15.38,3.86,8.39,6.22,4.79,5.04,,,,,,,,1.01,8.58,3.55,13.35,4.27,5,7.97,6.78,8.85,5.25
November,,,,,,,,,5.13,3.79,4.93,2.41,2.84,5.67,4.29,2.21,11.3,4.46,9.96,9.9,7.06,10.48,4.13,2.51,1.22,6.65,6.45,1.52,13.83,10.22,7.35,4.32,1.32,2.52,,,,,,,,15.74,3,8.3,15.35,3.7,3.06,2.63,0.72,10.35,16.3
December,,,,,,,,,6.01,8.79,5.64,6.43,10.9,5.77,12.88,6.05,1.19,1.49,3.64,11.52,6.96,4.22,8.91,0.55,12.49,3.43,10.66,3.62,5.74,3.41,4.81,3.47,7.73,3.73,,,,,,,,13.45,5.53,3.65,7.67,8.53,12.28,9.83,7.54,13.88,10.4
Total,,,,,,,,,,39.53,58.95,43.53,50.74,65.89,57.33,52.18,55.23,57.73,71.52,50.37,63.74,51.84,62.56,45.91,68.81,62.26,62.05,45.62,73.93,58.98,50.13,39.15,50.17,61.69,,,,,,,,78.01,49.86,50.76,80.66,43.47,52.57,73.29,65.36,66.9,83.55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918 Oct estimated - no rationale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
