WITHAM-FAULKBOURNE-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL803164,Long,0.614433,Lat,51.81714,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,1.28,0.98,2.45,3.09,1.36,2.78,1.2,1.12,2.83,2.29,2.13,1.75,3.15,1.34,2.64,1.25,2.45,1.19,2.95,1.42,1.74,1.67,0.78,1.37,1.25,1.86,3.83,3.92,2.69,5.28,1.23,1.86,2.06,4.35,1.49,1.5,1.05,1.99,3.16,0.99,1.27,1.62,1.99,0.92,1.26,2.27,3.01,1.05,1.95,1.82,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,2.22,0.97,1.26,0.63,1.92,2.72,3.71,0.66,0.75,2.4,0.4,0.19,1.82,3.08,0.9,2.05,2.1,3.22,1.18,0.51,0.67,1.87,0.3,0.86,0.18,2.28,1.9,3.38,0.44,0.84,1.72,2.1,1.1,0.83,0.91,1.54,1.95,1.66,1.17,0.98,3.13,4.53,0.69,0.93,2.01,1.68,0.4,2.02,2.66,0.1,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,0.89,1.95,2.52,1.5,4.17,1.07,3.83,1.46,1.15,2.29,1.08,1.05,1.46,1.39,0.71,1.04,0.12,1.89,2.2,0.06,1.36,0.21,0.96,1.58,1.69,0.4,0.98,3.08,0.34,1.68,2.72,3.17,1.88,0.29,0.22,0.91,1.11,4.72,1.05,0.82,0.52,2.5,2.96,0.49,1.94,1.16,0.88,1.4,0.75,1.26,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,1.59,0.69,0.15,1.9,0.87,0.72,1.06,1.78,2.73,4.34,3,1.53,2.61,1.44,2.4,1.94,4.6,2.08,0.74,1.72,1.87,2.94,1.8,0.93,1.7,2.44,1.1,3.3,0.33,3.65,1.67,1.22,0.72,0.95,1.28,0.76,1,1.55,1.73,1.01,1.48,2.13,0.81,1.44,0.2,0.15,0.88,0.16,0.96,2.3,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,3.05,0.61,1.53,1.87,1.42,2.07,1.67,2.05,1.56,0.44,0.89,0.97,0.89,1.27,3.9,3.24,0.94,0.92,2.22,1.82,1.67,2.34,3.89,1.42,0.46,0.99,1.62,2.78,1.93,1.65,0.79,1.25,2.1,2.12,1.43,2.38,1.35,0.46,2.32,1.56,1.33,2.36,0.98,1.38,2.76,3.92,0.44,0.96,2.37,0.58,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,1.58,2.18,1.73,1.26,1.52,1.24,1.61,1.37,0.85,1.37,0.82,0.1,1.56,0.71,1.48,0.47,2.54,3.08,2.71,0.7,0.56,1.58,0.43,1.2,1.26,2.71,2.7,2.55,0.66,1.64,0.74,0.55,0.3,2.35,2.11,1.38,2.4,4.09,1.94,0.39,1.48,0.9,1.33,1.87,2.42,1.97,1.7,1.59,5.04,1.01,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,1.82,0.2,1.45,1.9,1.65,3.56,1,3.3,6.02,1.93,2.99,0.26,2.97,1.01,2.52,2.35,1.95,2.6,1.79,1.39,1.87,3.61,2.6,0.91,1.5,0.41,2.58,1.65,1.14,2.14,2.47,3.1,1.45,1.59,1.94,1.35,3.5,3.07,1.16,2.26,2.15,1.25,0.62,2.53,2.8,0.29,3.03,3.05,3.31,2.42,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,2.7,1.38,4.87,0.83,0.74,2.86,5.24,3.59,1.39,2.23,1.92,1.57,1.56,1.41,2.77,2.85,0.98,3.05,2.69,1.33,2.36,3.99,0.69,0.42,1.55,1.42,0.57,0.65,1.11,2.31,0.09,3.77,1.53,1.25,2.23,1.33,3.65,0.47,3.81,1.63,1.23,2.15,2.04,1.24,2.9,0.81,3.84,2.5,4.21,0.67,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.99,0.89,2.63,0.61,0.97,1.66,1.23,1.01,3.47,0.88,4.15,2.29,1.89,1.48,1.77,2.82,1.15,4.03,0.72,0.32,3.88,1.43,1.44,1.78,0.59,2.78,1.96,1.24,1.87,0.58,1.17,0.35,1.8,1.75,2.46,2.08,1.67,1.29,1.3,1.18,2.57,2.4,2.62,2,1.39,1.98,2.34,2.63,4.86,0.07,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,1.62,2.69,2,3.75,1.47,1.86,2.89,3.53,1.58,0.84,0.89,0.98,1.72,5.09,4.02,2.88,2.29,1.91,2.3,3.27,1.07,0.7,5.29,1.97,1.39,2.44,1.23,1.53,2.49,5.67,2.31,1.36,3.53,1.57,3.49,1.83,1.08,0.24,2.43,4.6,0.28,0.55,2.25,2.67,1.43,3.92,1.64,1.54,2.12,1.62,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
