"MOUNTAIN ASH DARRANLAS RESERVOIR",,,,,,,,,,,,
Grid ref,ST052971,Long,-3.372076,Lat,51.664654,,,,,,,
Station no,4080,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,7.57,4.48,3.44,10.77,11.38,1.84,11.06,3.84,4.48,3.00,,
February,10.15,2.47,3.23,5.69,8.50,1.79,5.39,3.32,3.40,0.97,,
March,1.42,5.34,2.52,12.80,2.94,9.44,3.84,3.34,6.09,5.81,,
April,2.98,7.89,3.59,2.41,3.68,5.17,1.33,4.26,3.54,4.66,,
May,4.07,1.95,2.67,5.16,3.51,0.41,4.87,4.37,4.15,2.20,,
June,4.17,3.09,3.15,1.94,1.44,4.87,2.97,6.31,1.37,3.22,,
July,3.95,1.67,2.17,3.19,6.59,2.27,1.01,4.46,4.89,3.02,,
August,7.01,4.72,3.34,9.93,4.03,6.02,4.13,5.01,8.22,2.08,,
September,3.35,4.44,3.37,6.15,3.85,4.85,1.38,1.37,4.80,5.82,,
October,9.02,3.62,5.64,18.18,2.65,3.39,11.17,8.80,4.68,13.69,,
November,7.18,3.32,5.96,3.28,4.11,7.46,5.37,4.66,4.22,3.26,,
December,13.37,10.91,6.77,6.68,6.40,2.03,3.11,11.98,5.64,12.53,,
Total,74.24,53.90,45.85,86.18,59.08,49.54,55.63,61.72,55.48,60.26,,
Calc annual,74.24,53.90,45.85,86.18,59.08,49.54,55.63,61.72,55.48,60.26,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,,
