"MOUNTAIN ASH (DARRANLAS RESR)",,,,,,,,,,,,
Grid ref,ST044991,Long,-3.384188,Lat,51.682495,,,,,,,
Station no,4080,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.96,7.32,1.83,3.36,6.11,9.04,11.34,6.95,9.16,8.95,,
February,7.95,1.12,2.29,7.67,3.18,0.48,9.71,8.78,0.33,7.55,,
March,6.78,4.67,5.07,6.51,4.08,2.39,8.33,1.63,6.58,3.25,,
April,5.46,5.36,5.14,0.99,2.33,1.64,0.24,1.29,6.21,4.59,,
May,3.73,5.21,4.09,4.12,7.20,1.80,3.07,5.75,2.70,2.00,,
June,2.21,3.50,4.65,7.19,7.35,3.37,1.38,4.41,3.24,3.68,,
July,1.76,3.72,7.57,3.85,2.50,6.27,5.63,5.30,5.03,8.04,,
August,8.07,7.99,6.33,6.95,1.67,6.86,5.44,4.84,1.80,5.54,,
September,5.77,3.42,7.43,10.09,2.44,7.51,9.90,11.30,0.35,6.28,,
October,1.45,8.14,4.75,13.16,4.60,2.27,6.98,7.86,7.52,8.57,,
November,12.85,4.57,6.14,15.65,7.32,1.84,3.12,2.85,10.73,17.72,,
December,10.65,5.42,1.88,7.15,10.68,10.05,5.14,6.49,16.56,10.82,,
Total,75.64,60.44,57.17,86.69,59.46,53.52,70.28,-999.00,70.21,86.99,,
Calc annual,75.64,60.44,57.17,86.69,59.46,53.52,70.28,67.45,70.21,86.99,,
Difference,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,-1066.45,-0.00,-0.00,,
