AYR (AIRTHREY),,,,,,,,,,,,
Grid ref,NS338223,Long,-4.630527,Lat,55.466221,,,,,,,
Station no,5254/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.46,4.66,2.43,3.95,2.79,2.61,4.32,,,,,
February,3.00,1.59,1.09,3.22,1.80,0.92,2.26,,,,,
March,2.83,1.72,0.70,2.40,1.44,1.71,3.92,,,,,
April,2.56,1.31,1.29,1.14,2.40,1.05,2.29,,,,,
May,1.82,1.42,1.66,1.95,3.32,2.02,1.55,,,,,
June,1.73,2.57,0.68,2.75,2.48,2.06,1.66,,,,,
July,2.09,2.71,5.39,4.23,1.61,4.36,3.73,,,,,
August,3.88,5.77,2.83,3.55,1.80,6.74,4.32,,,,,
September,2.59,2.88,3.67,5.47,3.85,3.41,3.53,,,,,
October,0.83,3.31,3.06,8.04,1.99,3.30,,,,,,
November,4.88,2.23,5.59,5.34,1.98,1.36,,,,,,
December,6.59,3.88,4.05,4.69,4.73,4.33,,,,,,
Total,36.26,34.05,32.44,46.73,30.19,33.87,,,,,,
Calc annual,36.26,34.05,32.44,46.73,30.19,33.87,27.58,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
