NEWTOWNBUTLER CROM CASTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IH356241,Long,-7.455656,Lat,54.164797,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,1.56,1.66,2.14,5.06,2.17,,,,,,,,,,,,,3.93,4.11,4.13,1.97,3.88,5.9,3.06,4,,,,,,,,,,,,4.95,6.74,1.95,4.6,3.31,4.26,3.78,4.14,1.81,4.35,4.83,5.56,4.79,4.23,2.06,5.83,5.8,4.99,3.65,5.31,1.91,6.29,3.41,1.84,3.93,4.35,,2.31,4.64,2.86,5.75,5.01,2.81,4.11
February,,0.31,1.53,3.42,5.21,0.43,,,,,,,,,,,,,2.74,1.01,5.03,3.81,3.33,1.58,4.69,4.13,,,,,,,,,,,,1.18,3.65,3.81,0.41,3.51,0.07,3.01,0.44,4.1,2.2,4.13,2.5,3.08,3.69,3.45,1.75,2.84,1.19,4.24,3.11,1.14,2.34,3.59,4.01,3.46,1.08,,4.71,3.46,1.52,2.65,3.79,1.32,3.46
March,,1.79,0.84,1.32,2.52,1.44,,,,,,,,,,,,,4.59,4.14,2.28,2.01,5.24,4.25,4.95,1.01,,,,,,,,,,,,3.61,3.45,0.41,3.19,2.59,2.15,3.06,2.5,1.56,2.12,1.44,2.32,3.14,5.21,3.5,3.68,2.22,0.81,2.19,1.05,4.34,3.23,2.32,2.43,3.19,2.24,0.48,4.55,0.78,2.36,4.23,1.83,3.15,2.83
April,,2.67,0.82,1.29,4.11,0.78,,,,,,,,,,,,,2.5,4.48,2.01,2.32,1.16,3.63,2.03,2.63,,,,,,,,,,,,1.44,2.21,0.64,2.25,2.55,2.99,1.7,2.35,3.55,1.15,2.16,0.15,1.96,3.98,1.65,2.07,2.54,2.02,1.88,1.45,3.19,1.63,3.11,4.8,2.2,1.3,,0.82,2.61,0.87,2.01,1.61,3.24,3.33
May,,2.92,4.82,3.01,2.55,0.41,,,,,,,,,,,,,3.51,2.04,3.51,2.27,2.39,3.36,1.6,0.89,,,,,,,,,,,,1.68,1.39,2.6,1.45,4.72,2.89,2.42,3.07,0.63,1.78,1.45,4.11,1.41,2.47,1.63,5.42,3.52,2.09,5.27,1.44,3.84,2.45,2.29,1.18,1.73,2.18,2.99,3.28,3.49,1.42,2.12,3.56,1.82,2.81
June,,1.65,2.65,3.05,2.03,0.31,,,,,,,,,,,,5.44,2.39,2.12,5.01,1.72,4.13,4.55,1.06,2.89,,,,,,,,,,,,2.96,7.73,2.29,2.59,6.4,1.58,4.05,1.5,4.96,3.03,2.23,4.27,4.63,1.43,0.57,0.36,3.06,3.48,4.41,3.04,3.75,3.96,1.54,2.35,3.2,2.93,,2,4.08,3.19,1.78,6.61,2.21,2.94
July,,1.9,2.9,2.83,4.34,1.61,,,,,,,,,,,,,2.79,3.43,3.39,3.23,3.54,1.77,2.83,3.96,,,,,,,,,,,,2.71,2.16,3.52,4.63,2.78,4.24,2.73,1.47,0.95,5.89,4.13,7.08,5.2,3.75,2.43,3.37,3.01,3.63,3.04,3.94,3.61,3.51,3.04,5.5,3.63,1.92,,4.27,1.56,5.79,4.03,5.92,3.61,6.65
August,,6.91,6.65,3.79,2.55,2.25,,,,,,,,,,,,,2.28,1.92,5.78,2.78,4.28,1.14,5.69,3.83,,,,,,,,,,,,4.86,5.48,6.38,5.9,2.55,2.9,1.61,4.47,3.23,1.88,4.11,2.22,1.03,0.86,3.4,4.77,5.67,3.62,2.09,4.65,1.21,4.11,2.75,5.94,4.89,4.09,,3.36,0.73,6.76,5.1,5.54,1.24,6.04
September,,3.11,3.93,1.82,0.25,0.18,,,,,,,,,,,,,7.1,2.4,1.64,1.9,0.44,3.89,1.67,2.17,,,,,,,,,,,,4.42,2.58,1.54,2.56,1.64,3.82,0.49,5.83,5.52,4.41,3.65,2.55,2.19,3.44,1.18,5.69,3.95,4.76,3.97,5.63,2.85,3.77,2.23,6.97,2.94,1.5,3.72,4.9,4.04,4.31,3.74,4.4,2.48,3.53
October,,4.08,2.05,2.81,3.71,1.16,,,,,,,,,,,,,0.91,5.25,1.93,3.37,2.83,3.04,2.07,2.75,,,,,,,,,,,,2.72,5.09,5.89,6,2.35,3.98,2.47,4.7,4.28,2.74,1.12,8.33,2.78,5.57,4.55,3.34,4.22,5.76,3.7,1.38,2.25,2.52,5.19,2.98,1.14,3.95,,6.8,2.76,3.3,4.9,3.73,6.29,2.9
