NORBURY-JUNCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ793228,Long,-2.3084792,Lat,52.802354,Elevation,331,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,1.88,0.56,3.44,3.43,1.77,3.19,1.15,2.35,1.66,2.42,3.51,2.4,4.03,2.13,2.46,1.87,2.89,2.22,4.63,1.35,4.46,2.24,2.58,1.62,2.24,1.12,2.78,3.2,3.13,5.86,2.63,2.54,3.44,4.23,2.53,2.32,2.33,1.52,4.35,1.6,0.5,1.95,2.69,0.72,1.18,2.06,3.23,1.71,1.58,1.93,5.51
February,2.6,1.57,1.2,1,1.66,2.49,3.59,1.14,1.8,1.92,2.16,0.34,2.14,4.93,0.78,3.59,2.38,1.6,2.51,0.85,0.49,2.64,0.11,3.74,0.36,2.58,1.56,4.41,0.63,1.05,1.72,3.2,1.12,1.12,1.27,1.8,3.8,0.91,1.42,0.71,3.98,2.37,0.69,1.86,2.2,1.86,0.38,1.63,3.33,0.35,1.74
March,0.52,1.43,3.77,4.52,2.53,1.1,3,2.08,1.58,4.92,2.42,1.48,2.12,1.62,1,1.3,0.68,2.45,1.82,0.56,3.47,0.31,1.79,2.25,2.02,0.64,2.01,2.08,0.66,1.45,2.15,2.43,1.92,0.96,0.46,1.35,0.7,4.25,0.98,1.89,1.02,4.82,1.91,1.15,1.97,3.08,0.94,1.87,1.32,1.39,1.4
April,2.46,0.95,0.32,3.01,0.91,1.46,1.47,1.33,1.95,1.81,4.78,2.04,2.01,1.88,2.58,1.46,2.15,1.95,1.37,0.79,3.4,4.44,2.55,1.25,1.99,3.48,1.88,2.33,0.15,2.19,2.69,1.19,1.04,0.95,1.34,1.54,1.47,2.02,1.81,2.5,2.49,2.27,2.64,2.93,0.53,1.12,1.3,0.35,0.59,3.04,1.25
May,2.31,0.51,2.06,2.22,1.79,2.06,2.18,2.7,3.13,0.99,3.77,1.7,1.26,3.38,4.1,2.79,3.61,1.57,0.88,2.3,2.3,3.93,5.42,1.1,0.86,0.86,0.77,2.31,1.59,1.05,2.21,2.67,3.29,2.64,1.08,3.08,2.14,2.71,1.63,1.99,1.27,3.12,2.58,2.56,2.44,3.73,0.73,1.46,2.27,1.73,1.91
June,1.12,2.52,4.55,1.19,2.27,1.67,1.94,1.93,1.26,1.44,5.2,0.49,1.15,0.57,2.56,0.07,1.4,5.03,3.83,1.96,1.26,4.03,0.39,1.98,0.86,2.64,3.56,0.75,1.68,1.47,0.88,2.94,0.37,1.82,2.42,2.4,2.45,1.04,4,0.47,1.35,1.51,2.71,1.73,3.34,2.41,2.48,2.05,3.34,1.76,2.29
July,3.22,0.42,2.89,1.92,4.36,6.61,2.4,1.09,2.67,2.3,3.36,0.67,4.92,4.37,4.14,3.81,2.07,3.5,1.88,1.76,6.16,2.77,4.33,2.42,1.38,0.84,4.22,3.56,2.41,5.39,3.46,3.4,2.36,2.28,3.01,1.92,2.27,3.77,3.14,1.43,1.86,1.83,0.96,3.15,3.23,1.4,2.7,2.85,5.3,1.47,3.55
August,4.27,1.87,6.16,2.25,2.77,2.32,2.51,5.16,2.28,2.35,1.69,3.88,3.11,2.8,3.77,2.11,2.16,3.58,3.14,2.64,2.48,5.91,1.64,0.89,3.02,1.79,1.09,1.15,3.29,2.54,0.47,3.28,1.98,1.62,2.3,4.11,6.48,0.73,5.76,2.06,3.48,4.71,2.46,3.06,4.66,1.45,3.44,2.93,3.94,1.02,3.44
September,0.47,1.59,0.89,2.11,1.75,0.91,1.25,1.35,5.98,2.37,2.98,0.89,2.61,1.85,3.53,4.11,1.31,3.01,1.11,0.9,3.07,2.88,1.67,0.76,1.7,3.76,3.73,2.42,1.32,0.68,1.16,0.64,1.83,3.28,3.81,1.46,4.37,1.28,2.44,0.62,3.89,2.97,1.69,3.28,1.75,2.53,2.23,4.91,3.29,0.24,5.65
October,2.7,2.08,2.7,3.82,1.45,2.13,3.64,4.88,1.68,3.81,2.99,2.7,0.6,3.89,3.96,3.56,2.33,2.14,4.27,3.9,3.26,1.22,4.95,4.77,3.46,3.84,1.56,2.26,3.17,3.87,3.29,3.05,2.61,1.89,3.5,4.51,0.79,0.47,3.12,4.13,1.14,1.28,3.99,1.65,4.84,1.23,2.21,2.07,2.65,2.49,4.9
