STAPLECROSS (LITTLE ACRES),,,,,,,,,,,,
Grid ref,TQ781213,Long,0.534875,Lat,50.963594,,,,,,,
Station no,558/3/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,3.60,,,
May,,,,,,,,,0.73,,,
June,,,,,,,,,0.55,,,
July,,,,,,,,,2.73,,,
August,,,,,,,,,0.80,,,
September,,,,,,,,,0.12,2.82,,
October,,,,,,,,,3.96,8.81,,
November,,,,,,,,,5.58,7.69,,
December,,,,,,,,,7.43,4.09,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.50,23.41,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
