"BATHGATE, BOGHEAD HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4618,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,5.04,3.10,2.26,2.63,3.11,2.43,5.18,2.05,,,,
February,4.37,5.79,2.61,2.43,3.06,3.00,5.52,1.03,,,,
March,1.82,2.07,4.33,5.25,4.02,1.70,3.24,2.44,,,,
April,4.24,2.50,1.27,2.81,2.44,2.47,3.39,2.04,,,,
May,2.49,1.97,1.63,2.12,3.13,1.67,5.44,1.90,,,,
June,0.87,2.69,5.54,2.67,1.19,1.79,2.84,2.42,,,,
July,4.00,1.81,3.16,1.43,4.55,3.83,4.02,1.75,,,,
August,6.46,2.06,4.20,0.95,2.45,3.97,3.79,6.17,,,,
September,1.11,1.70,3.17,2.21,1.27,1.80,1.52,1.97,,,,
October,2.17,3.60,3.63,2.93,1.81,1.87,6.81,4.50,,,,
November,3.15,6.89,3.40,4.99,5.02,1.72,3.78,5.71,,,,
December,2.62,3.49,6.59,3.49,4.95,5.00,4.17,2.73,,,,
Total,38.34,37.67,41.79,33.91,37.00,31.25,49.70,34.71,,,,
Calc annual,38.34,37.67,41.79,33.91,37.00,31.25,49.70,34.71,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,NaN,NaN,,
