"GRANTHAM (SALTERSFORD P.S.)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2534,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.90,1.97,3.63,2.46,1.98,2.28,1.72,4.36,1.15,0.77,,
February,2.50,0.66,0.52,2.07,1.88,3.55,2.14,1.16,0.78,3.04,,
March,3.54,1.48,0.53,0.28,0.66,1.01,3.76,0.65,0.96,0.68,,
April,1.73,0.89,0.60,2.14,1.15,1.63,2.21,1.54,2.04,2.54,,
May,2.73,3.28,2.41,0.77,1.67,1.62,1.08,2.52,2.05,2.41,,
June,0.48,1.54,1.58,1.44,2.22,2.75,2.28,3.35,0.70,1.70,,
July,3.90,2.07,1.40,1.48,1.90,1.58,1.41,1.18,3.96,2.97,,
August,4.32,2.45,1.71,3.65,2.05,4.13,0.12,2.72,2.11,1.48,,
September,0.56,1.27,1.87,4.62,1.02,3.40,0.89,2.60,1.12,2.84,,
October,2.99,2.45,1.68,2.32,2.80,1.89,0.24,1.83,3.66,0.64,,
November,2.79,2.60,1.70,3.27,0.55,4.22,1.20,1.43,2.95,4.48,,
December,0.55,1.55,0.83,1.17,1.66,3.07,2.26,3.31,1.61,1.51,,
Total,28.99,22.21,18.46,25.67,19.54,31.13,19.31,26.65,23.09,25.06,,
Calc annual,28.99,22.21,18.46,25.67,19.54,31.13,19.31,26.65,23.09,25.06,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,-0.00,,
