WAVENDON ENDOWED SCHOOL,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1023,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,1.35,2.73,2.25,3.90,1.31,3.00,
February,,,,,,2.40,2.40,2.82,1.60,0.76,0.65,
March,,,,,,0.90,0.30,2.42,1.51,0.08,1.56,
April,,,,,,1.79,2.50,1.73,1.30,1.99,1.73,
May,,,,,,2.18,2.48,0.70,1.45,1.46,2.56,
June,,,,,,0.03,3.06,3.69,2.34,0.91,0.58,
July,,,,,2.73,3.45,2.05,2.46,2.10,1.08,2.36,
August,,,,,,1.49,1.28,3.31,2.27,0.48,2.19,
September,,,,,3.63,3.38,2.25,4.89,0.68,0.17,3.23,
October,,,,,3.89,2.77,2.41,1.30,3.50,3.38,0.99,
November,,,,,,1.44,3.42,2.43,2.64,5.82,3.50,
December,,,,,,1.87,0.38,2.37,2.69,4.84,2.57,
Total,,,,,,23.05,25.26,30.37,25.98,22.28,24.92,
Calc annual,0.00,0.00,0.00,0.00,10.25,23.05,25.26,30.37,25.98,22.28,24.92,
Difference,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,0.00,0.00,0.00,
