NORTH-COLLINGHAM-MARKHAM-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK8306861942,Long,-0.75942682,Lat,53.148152,Elevation,38,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,0.87,0.68,1.79,1.8,0.96,2.96,0.87,0.81,1.01,2.55,1.51,3.55,2.21,1.26,2.27,0.91,2.6,1.68,3.33,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,1.43,1.83,0.68,2.96,0.84,2.33,1.49,1.72,0.63,2.22,0.97,1.6,0.8,0.86,2.37,3.88,0.87,1.78,2.56,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,1.86,1.27,3.19,1.62,1.93,1.77,1.59,2.79,3.13,0.64,1.61,2.27,2.96,2.09,1,3.69,1.79,0.78,3.57,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,1.12,2.05,1.49,0.85,1.85,0.67,1.62,2.32,1.3,2,0.96,0.25,2.27,0.74,0.87,1.73,1.23,1.63,1.78,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,0.88,2.44,2.85,1.45,0.7,1.55,3.07,1.77,0.96,2.67,1.8,3.29,1.96,1.18,1.94,2.54,2.05,1.95,2.15,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,1.56,1.47,2.15,1.18,1.73,2.3,2.14,3.19,1.17,2.95,2.26,2.85,4.27,0.52,2.3,2.37,1.38,1.17,0.72,0.81,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,1.94,2.63,1.18,2.65,2.81,2.2,0.41,1.37,2.51,3.69,2.03,0.25,3.29,0.36,2.25,4.65,3.45,1.05,3.28,2.63,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,4.27,1.71,2.58,4.64,2.01,3.14,0.96,2.12,2.03,3.67,3.73,1.63,4.59,1.23,1.27,1.95,2.36,5.4,1.72,2.72,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.72,1.09,0.59,3.21,1.72,1.95,0.94,0.67,2.21,2.65,0.31,1.42,1.27,1.89,1.54,0.86,0.96,1.4,3.52,1.8,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,2.26,1.01,2.38,5.97,0.74,1.67,4.55,2.63,1.18,2.47,2.1,1.82,2.15,5.47,2.1,1.17,1.66,2.56,1.56,2.19,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
