SWINTON COUNCIL OFFICES,,,,,,,,,,,,
Grid ref,SK457992,Long,-1.312733,Lat,53.487537,,,,,,,
Station no,RR7896,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,2.28,1.95,0.58,2.57,0.96,1.29,1.76,,
February,,,,1.61,3.94,0.95,2.19,1.34,2.36,0.58,,
March,,,,2.69,2.02,2.06,1.30,1.17,3.01,2.96,,
April,,,,1.51,1.65,1.87,0.56,1.93,2.32,1.56,,
May,,,,2.48,2.15,0.54,1.30,3.37,2.16,1.97,,
June,,,,1.50,0.63,3.19,1.69,3.11,1.36,3.22,,
July,,,,2.17,2.28,1.81,1.29,2.17,1.85,4.24,,
August,,,,2.89,4.20,2.72,1.48,1.73,2.33,2.25,,
September,,,,2.68,0.96,1.04,0.82,0.46,1.15,2.09,,
October,,,,5.28,0.39,1.42,4.68,4.83,0.83,1.91,,
November,,,,1.08,0.97,3.08,2.67,2.08,0.95,0.38,,
December,,,,0.98,1.29,0.42,2.17,2.04,1.64,5.32,,
Total,,,,27.15,22.43,19.68,22.72,25.19,21.25,28.24,,
Calc annual,0.00,0.00,0.00,27.15,22.43,19.68,22.72,25.19,21.25,28.24,,
Difference,NaN,NaN,NaN,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
