DOVER (BARTON ROAD),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,270,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,2.83,4.99,1.47,2.99,
February,,,,,,,,4.41,1.40,0.97,2.14,
March,,,,,,,,3.19,3.05,0.28,2.44,
April,,,,,,,,1.94,3.37,1.16,2.01,
May,,,,,,,,0.63,2.58,1.52,3.52,
June,,,,,,,,4.45,2.11,2.09,1.07,
July,,,,,,,,6.47,1.05,1.36,4.22,
August,,,,,,,,4.70,1.41,1.96,4.12,
September,,,,,,,,3.76,1.28,0.84,4.15,
October,,,,,,,,1.81,7.26,4.52,1.80,
November,,,,,,,,3.46,6.86,6.52,6.25,
December,,,,,,,,5.14,4.95,7.00,3.52,
Total,,,,,,,,42.79,40.31,29.69,38.23,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.79,40.31,29.69,38.23,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,-0.00,
