HORSHAM (WINDYRIDGE),,,,,,,,,,,,
Grid ref,TQ191318,Long,-0.301383,Lat,51.073179,,,,,,,
Station no,469/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.40,2.49,1.19,1.53,,,,,,,,
February,6.39,0.83,1.35,2.61,,,,,,,,
March,3.26,3.27,0.37,3.24,,,,,,,,
April,2.46,1.66,2.34,0.36,,,,,,,,
May,2.26,2.15,1.86,1.84,,,,,,,,
June,2.38,1.12,1.75,4.22,,,,,,,,
July,1.82,1.29,3.22,2.77,,,,,,,,
August,5.15,2.34,1.70,3.41,,,,,,,,
September,3.67,3.35,3.59,2.49,,,,,,,,
October,1.39,3.35,4.09,2.55,,,,,,,,
November,6.22,3.98,1.71,6.42,,,,,,,,
December,3.50,2.51,0.85,2.45,,,,,,,,
Total,41.90,28.34,24.02,33.89,,,,,,,,
Calc annual,41.90,28.34,24.02,33.89,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
