LYDBROOK (VIADUCT HOUSE),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2126,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.94,4.62,2.73,,,,,,,,,
February,2.00,0.17,4.24,,,,,,,,,
March,0.57,2.02,3.12,,,,,,,,,
April,3.07,3.22,0.97,,,,,,,,,
May,3.39,5.16,2.13,,,,,,,,,
June,3.15,2.21,2.50,,,,,,,,,
July,3.38,2.65,0.96,,,,,,,,,
August,4.18,1.95,0.46,,,,,,,,,
September,1.84,3.40,3.09,,,,,,,,,
October,0.60,5.23,4.28,,,,,,,,,
November,6.42,1.76,0.81,,,,,,,,,
December,1.54,2.02,0.91,,,,,,,,,
Total,32.08,34.41,26.20,,,,,,,,,
Calc annual,32.08,34.41,26.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
