LYDBROOK-VIADUCT-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO595169,Long,-2.589361,Lat,51.849217,Elevation,95,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,0.61,0.8,3.06,0.84,4.65,5.17,0.82,3.16,1.4,1.3,3.06,3.94,5.11,3.13,4.5,1.33,4.24,2.61,4.84,3.94,5.03,1.34,6.08,1.94,4.62,2.73,,,,,,,
February,,,,,,,,,0.76,0.48,4.4,1.54,2.42,1.48,3.41,5.59,5.44,0.93,1.35,3.16,1.68,0.19,3.76,8.59,0.38,4.45,2.05,3.66,2.66,1.38,0.78,2,0.17,4.24,,,,,,,
March,,,,,,,,,3.73,3.35,1.31,2.09,5.9,5.31,3.79,0.86,4.1,3.19,1.83,5.21,4.05,2.06,3.24,1.79,1.29,0.74,0.26,3.32,4.28,0.15,3.51,0.57,2.02,3.12,,,,,,,
April,,,,,,,,,2.65,2.64,2.56,0.93,0.55,4.82,1.67,0.82,0.85,1.39,2.33,1.66,5.3,1.01,3.14,2.58,2.82,2.35,2.62,1.32,1.18,0.9,3.03,3.07,3.22,0.97,,,,,,,
May,,,,,,,,,1.88,1.12,1.47,2.47,2.28,2.92,1.47,3.36,2.99,3.96,1.93,0.38,1.75,1.45,0.41,1.71,5.23,3.66,2.38,1,0.83,2.34,1.24,3.39,5.16,2.13,,,,,,,
June,,,,,,,,,1.11,2.18,4.14,1.29,5.56,1.04,2.67,0.6,2.09,2.64,1,1.02,2.52,0.6,0.52,0.36,3.34,0,1.72,2.82,2.21,1.62,0.62,3.15,2.21,2.5,,,,,,,
July,,,,,,,,,1.78,2.04,2.27,0.25,4.19,0.66,5.33,4.82,1.28,2.5,2.64,2.71,4.95,0.45,4.22,2.2,4.34,2.68,2.71,4.19,1.56,1.43,3.29,3.38,2.65,0.96,,,,,,,
August,,,,,,,,,2.48,2.73,6.45,2.68,7.25,0.94,1.51,2.08,3.67,6.71,1.86,2.21,1.06,2.64,3.1,2.26,4.01,2.95,2.53,3.76,2.13,1.54,3.3,4.18,1.95,0.46,,,,,,,
September,,,,,,,,,3.58,2.16,0.44,1.26,0.69,2.58,1.65,1.17,1.2,2.62,6.26,1.61,2.59,2.13,1.76,2.7,4.94,3.64,0.53,4.65,1.18,0.33,3.78,1.84,3.4,3.09,,,,,,,
October,,,,,,,,,2.09,5.13,4.01,2.13,4.19,5.15,2.36,4.88,5.4,3.54,1.08,2.23,3.77,1.78,1.39,5.67,3.88,3.26,3.01,3.05,6.51,5.52,3.08,0.6,5.23,4.28,,,,,,,
November,,,,,,,,,0.96,1.4,4.43,3.66,1.6,3.81,3.7,2.07,3.52,0.87,2.44,1.9,1.01,2.59,1.57,2.1,3.23,2.01,8.59,2.96,3.41,10.14,4.47,6.42,1.76,0.81,,,,,,,
December,,,,,,,,,2.46,5.64,7.25,10.07,3.93,1.04,7.1,6.24,2.87,0.86,3.5,4.45,3.46,1.67,5.45,2.34,4.59,3.03,0.52,3.39,2.73,8.21,3.75,1.54,2.02,0.91,,,,,,,
Total,,,,,,,,,24.09,29.67,41.79,29.21,43.21,34.92,35.48,35.65,34.81,30.51,29.28,30.48,37.25,19.7,33.06,33.63,42.29,31.38,31.76,38.06,33.71,34.9,36.93,32.08,34.41,26.2,,,,,,,
