HOYLAND KING STREET,,,,,,,,,,,,
Grid ref,SE381004,Long,-1.427119,Lat,53.498926,,,,,,,
Station no,RR7676,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.34,1.72,0.92,2.21,2.34,0.59,,,,,,
February,3.86,1.51,1.58,1.88,4.56,1.17,,,,,,
March,0.75,1.88,1.24,2.98,2.15,2.48,,,,,,
April,0.99,1.60,2.75,1.52,1.69,2.34,,,,,,
May,0.75,1.18,2.83,3.79,3.32,0.60,,,,,,
June,2.77,1.12,2.25,1.43,0.42,2.40,,,,,,
July,2.28,2.75,1.79,2.58,1.15,1.55,,,,,,
August,5.09,1.00,4.25,2.90,3.76,3.59,,,,,,
September,0.38,1.11,1.30,3.03,0.96,0.98,,,,,,
October,2.67,1.71,2.83,6.53,0.46,1.69,,,,,,
November,2.29,2.97,2.28,1.20,1.25,3.46,,,,,,
December,3.30,4.85,2.12,1.08,2.12,0.65,,,,,,
Total,28.47,23.40,26.14,31.13,24.18,21.50,,,,,,
Calc annual,28.47,23.40,26.14,31.13,24.18,21.50,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,-0.00,-0.00,0.00,NaN,NaN,NaN,NaN,,
