"CUPAR KEMBACK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2200,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,1.22,-999.00,1.16,,,,,,,,,
February,2.62,4.34,2.19,,,,,,,,,
March,2.21,2.79,2.33,,,,,,,,,
April,3.10,1.24,4.82,,,,,,,,,
May,0.91,1.36,2.70,,,,,,,,,
June,1.90,2.33,2.47,,,,,,,,,
July,2.34,3.05,,,,,,,,,,
August,0.65,5.54,,,,,,,,,,
September,3.55,3.67,,,,,,,,,,
October,1.95,5.72,,,,,,,,,,
November,3.68,4.07,,,,,,,,,,
December,2.16,2.68,,,,,,,,,,
Total,26.29,37.59,,,,,,,,,,
Calc annual,26.29,36.79,15.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
