"BUXTON BURBAGE EDGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2679,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.34,8.87,5.60,6.33,3.90,4.67,6.25,5.87,12.86,3.29,6.71,
February,5.17,0.92,7.88,8.44,1.21,7.84,4.46,3.38,6.38,1.19,0.73,
March,3.51,5.19,4.01,2.51,1.42,2.39,2.57,6.93,3.07,1.29,3.20,
April,9.13,2.70,3.60,4.61,2.92,3.95,2.87,5.15,1.59,2.13,3.00,
May,7.12,2.55,1.53,5.33,5.96,6.23,5.19,1.80,1.03,3.39,3.34,
June,4.63,0.86,2.78,2.48,3.74,0.28,4.53,8.52,6.11,2.60,3.14,
July,6.83,2.19,6.20,5.12,5.66,3.19,3.80,4.18,2.77,4.65,8.76,
August,3.06,6.39,6.17,5.97,8.86,5.49,5.34,6.42,6.31,6.45,8.11,
September,4.40,1.57,5.19,8.26,6.14,6.68,4.22,8.15,0.99,3.08,5.62,
October,2.72,3.72,0.99,6.67,7.63,7.64,3.64,5.14,7.58,8.25,8.68,
November,1.88,3.04,3.89,6.33,2.62,3.53,6.12,5.55,10.67,10.96,5.51,
December,4.20,7.66,6.84,6.68,5.01,4.62,2.91,1.81,3.41,10.70,5.09,
Total,58.99,45.66,54.68,68.73,55.07,56.51,51.90,62.90,62.77,57.98,61.89,
Calc annual,58.99,45.66,54.68,68.73,55.07,56.51,51.90,62.90,62.77,57.98,61.89,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,-0.00,0.00,
