BUXTON-BURBAGE-EDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK035728,Long,-1.9490014,Lat,53.252201,Elevation,1400,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,6.18,4.19,4.57,5.56,5.91,4.21,7.68,2.56,4.56,3.19,5.05,2.44,4.6,4.91,4.08,9.42,4.63,3.56,3.64,5.89,6.34,8.87,5.6,6.33,3.9,4.67,6.25,5.87,12.86,3.29,6.71,8.62,5.88,2.54,5.09,3.4,3.42,5.27,6.37,6.42,2.86,3,4.53,6.17,7.14,4.25,5.23,3.7,12.3,3.48,3.18,4.35,6.41,2.81,5.18,3.37,7.73,3.98,5.61,4.75,6.97
February,5.51,3.61,2.09,4.8,5.54,3.93,4.52,2.91,6.2,3.38,5.7,4.88,2.22,2.23,3.62,6.14,7.09,1.62,6.77,1.83,5.17,0.92,7.88,8.44,1.21,7.84,4.46,3.38,6.38,1.19,0.73,5.86,0.39,3.63,0.36,6.37,2.37,7,2.47,3.48,2.98,4.84,3.32,3.76,2.66,4.81,8.82,1.46,4.07,2.21,7.53,4.81,2.9,1.43,4.62,,1.2,3.39,9,0.91,4.64
March,1.45,3.75,4.38,5.99,2.56,5.86,4.79,4.89,4.64,5.38,1.6,3.94,7.56,6.18,7.13,2.37,3.56,3.33,3.11,6.27,3.51,5.19,4.01,2.51,1.42,2.39,2.57,6.93,3.07,1.29,3.2,0.42,3.83,2.99,3.4,1.88,2.6,2.6,1.73,3.02,3,4.13,2.23,1.58,0.93,1.86,1.69,6.69,2.3,2.88,2.29,8.3,3.61,3.29,3.59,3.26,2.65,5.12,2.21,3.22,1.83
April,3.57,4.31,2.67,3.39,3.46,4.64,2.44,3.15,3.95,3.86,7.24,4.64,1.3,5.48,2.41,2.34,5.9,2.95,2.29,4.02,9.13,2.7,3.6,4.61,2.92,3.95,2.87,5.15,1.59,2.13,3,6.24,6.25,1.58,2.34,3.42,1.63,4.14,0.54,3.17,3.12,2.85,2.67,2.99,3.85,2.61,2.27,4.02,2.88,5.2,5.12,3.63,4.86,4.48,1.27,3.77,2.52,0.52,2.21,3.57,3
May,2.04,1.96,5.13,3.25,3.69,0.98,4.5,4.45,4.63,2.79,4.39,1.63,3.15,3.62,4.05,1.68,2.75,2.12,3.58,1.92,7.12,2.55,1.53,5.33,5.96,6.23,5.19,1.8,1.03,3.39,3.34,3.57,5.37,1.97,3.07,0.69,0.51,2.74,3.67,1.52,1.33,3.41,5.28,3.66,2.67,4.18,2.11,3.65,2.27,3.75,1.56,2.55,2.46,2.66,3.89,4.97,1.44,2.89,4.95,0.92,2.22
June,5.9,3.19,1.77,1.16,1.07,2.58,1.92,10.21,2.94,3.27,2.99,3.98,5.64,4.16,2.25,4.13,4.4,2.75,3.25,3.33,4.63,0.86,2.78,2.48,3.74,0.28,4.53,8.52,6.11,2.6,3.14,7.58,0.91,4.73,1.54,4.95,4.32,1.84,4.85,3.05,1.7,2.89,0.81,4.3,4.46,4.46,5.69,3.44,8.92,2.12,3.56,2.5,4.04,4.55,4.64,4.28,4.1,2.78,7.84,1.78,3.36
July,5.57,2.89,4.22,4.32,3.26,3.13,2.84,4.78,5.56,7.57,8.22,0.59,6.58,1.65,6.19,,3.4,2.68,6.18,3.39,6.83,2.19,6.2,5.12,5.66,3.19,3.8,4.18,2.77,4.65,8.76,6.27,4.39,3.78,2.89,2.18,7.3,3.79,5.84,9.74,5.23,3.85,6.77,2.19,5.02,1.84,5.95,3.61,4.76,3.65,3.76,3.71,4.39,6.64,7.16,1.22,7.56,6.99,6.24,3.42,10.92
August,5.57,2.81,4.63,7.29,5.7,5.02,3.56,6.58,5.21,3.68,7.2,3.8,10.12,2.15,5.74,4.97,3.61,9.51,4.79,6.06,3.06,6.39,6.17,5.97,8.86,5.49,5.34,6.42,6.31,6.45,8.11,7.63,1.53,1.39,3.29,1.93,2.5,1.28,2.89,2.88,2.48,7.36,3.83,5.76,3.71,3.62,5.91,0.65,6.99,3.26,6.34,6.18,2.87,5.72,6.06,1.19,12.26,7.38,4.91,2.47,5.42
September,1.99,1.93,2.37,6.64,2.8,3.35,2.6,1.17,4.69,3.94,0.72,3.5,3.41,2.1,4.8,1.12,4.16,3.32,11.96,4.18,4.4,1.57,5.19,8.26,6.14,6.68,4.22,8.15,0.99,3.08,5.62,5.39,4.83,1.05,4.13,6.56,6.34,1.87,2.82,1.4,3.84,0.7,4.08,5.97,5.8,2.76,6.93,2.74,3.96,1.84,6.5,3.07,5.53,4.14,7.33,3.48,4.71,11.58,6.34,0.21,5.23
October,7.2,5.83,7.15,11.53,1.94,5.39,7.48,5.92,1.68,8.43,4.1,4.13,4.9,4.12,3.27,2.52,7.67,8.36,3.92,3.39,2.72,3.72,0.99,6.67,7.63,7.64,3.64,5.14,7.58,8.25,8.68,2.71,8.5,7.72,5.84,9.52,6.13,2.76,6.96,3.35,4.86,6.65,8.29,3.58,5.92,7.63,1.23,1.3,3.68,5,3.31,1.49,4.89,2.61,9.23,4.07,3.94,4.49,5.95,4.63,6.87
