CHELSHAM-FAIRCHILDES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ390606,Long,-0.006364,Lat,51.32752,Elevation,600,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,0.62,3.4,3.6,1.55,,2.45,4.96,1.15,5.2,1.01,,1.26,2.75,1.82,4.13,4.7,0.88,5.76,1.45,1.6,,4.1,3.48,2.8,3.8,1.8,,,3.5,3.1,4.9,1.42,3.65,2.28,3.15,2.4,2.99,1.43,6.08,5.7,3.34,5.23,1.91,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.6,2.9,4.9,1.8,,-999,4.05,1.06,2.5,1.73,,0.55,4.85,1.85,3.18,1.1,4.59,6.35,4.8,0.97,,2.62,1.4,0.25,3.85,4.8,,,2.74,4.88,1.9,0.65,1.07,1.98,0.55,2.17,0.4,3.87,2.4,4.98,0.85,1.72,2,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,1.45,0.75,1.03,3,,-999,1.5,4.2,1.65,0.97,,4.2,1.52,2.03,4.25,3.4,6,0.61,5.22,1.65,,4,1.04,1.73,2.4,2.1,,,0.28,3.62,3,0,1.4,0.27,1.58,4.21,3.19,0.6,1.72,4,0.46,1.41,3.24,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1.5,3.06,1.18,2.1,,2.05,1.3,2,-999,3.18,,1.93,2.5,2.37,0.02,3.51,2,1.77,1.2,2.65,,3.1,3.7,1.4,4.24,2.53,,,4.7,1.98,1.84,0.94,1.86,3.79,2.59,0.67,3.54,3.27,2.43,3.03,0.12,2.61,2.77,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,3.03,1.62,1.25,1.55,,2.3,2,1,-999,2.1,,1.25,2.25,1.01,0.46,1.3,2.01,2.54,2.65,1.76,,,2,1.5,1.7,2.32,,,1.3,1.14,2.27,2.3,4,3.06,4.33,2.83,0.76,1.18,0.53,2.38,2.21,1.71,1.32,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,2.04,1.2,3.35,1.55,,6.85,0.83,5.7,3,1.65,,3.53,3.5,1.95,3.6,0.2,1.28,0.28,3.35,1.7,,1.12,0.98,0.54,1.9,0.53,,,4.08,3.6,3.22,0.92,0.52,1.61,1.16,1.62,1.35,3.43,3.43,2.48,0.48,1.08,0.67,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,0.61,0.74,1.1,0.77,,5.45,1.7,1.12,0.92,1.04,,3.7,3.18,0.31,1.46,1.56,2.04,4.75,1.35,2.25,,2.12,5.3,0.2,3.91,2.9,,,1.85,2.62,1.9,2.46,2.56,3.28,2.8,2.02,,1.17,4.42,0.75,1.6,,3.56,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,0.95,0.98,3,1.55,,4.48,1.59,2.75,1.1,2.1,,3.09,2.5,0.59,5.75,1.45,1.95,2.6,3.5,6.5,,2.7,1.19,1.75,2.34,2.4,,,3.1,4.7,3,2.27,4,4.57,0.77,0.61,,3.2,0.7,1.57,2.87,4.12,0.04,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,0.62,3.05,1.25,1.5,,2.08,1.58,2.2,2.15,0.83,,5.5,1.36,1.25,3.85,1.33,1.25,1.8,1.19,2.71,,1.6,5.86,1.17,2.13,1.15,,,1.54,5.77,0.85,0.08,4.54,2.02,1.95,3.81,1.92,4.42,2.12,2.2,2.68,1.57,1.65,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,4,2.3,2.45,2.2,,7.1,2.23,1.72,5.17,4.45,,5.55,3.15,4.65,3.35,4.1,2.04,2.04,5.7,4.7,,0.92,2.1,0.52,1.36,6.52,,,3.18,2.04,5.82,4.45,1.59,0.83,6.71,1.64,2.6,4.44,2.63,3.28,3.75,7.34,4.34,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
