"BROADWINDSOR BLACKDOWN HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1547/5,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,4.45,1.97,6.34,7.59,1.14,3.82,1.77,1.33,4.09,7.85,,
February,5.40,1.93,4.66,1.49,6.79,8.41,6.76,1.21,2.62,4.50,,
March,1.15,3.11,7.53,4.47,6.37,0.78,3.70,3.82,2.22,5.33,,
April,2.58,2.48,0.20,4.70,1.82,1.61,0.85,1.90,2.49,3.31,,
May,2.55,1.66,2.36,3.24,2.37,2.63,3.26,1.90,1.61,1.21,,
June,2.71,2.12,5.60,0.77,2.25,1.56,2.78,2.78,2.12,0.75,,
July,3.91,0.17,2.59,0.78,5.87,5.21,1.58,4.12,7.86,2.89,,
August,6.15,0.84,9.39,1.75,3.56,1.85,5.99,5.49,2.66,4.80,,
September,0.58,1.70,1.54,3.14,2.74,1.23,2.55,2.50,8.14,2.85,,
October,6.77,4.34,5.64,6.51,4.46,8.60,7.59,4.04,3.24,2.43,,
November,5.29,4.86,2.15,4.32,5.96,3.66,6.38,1.30,5.02,2.90,,
December,8.43,11.60,6.84,2.05,10.23,9.74,4.12,1.23,5.14,7.15,,
Total,49.97,36.78,54.84,40.81,53.56,49.10,47.33,31.62,47.21,45.97,,
Calc annual,49.97,36.78,54.84,40.81,53.56,49.10,47.33,31.62,47.21,45.97,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,,
