BROADWINDSOR-BLACKDOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST399030,Long,-2.854611,Lat,50.823407,Elevation,515,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1547/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,4.75,1.26,2.68,0.79,6.1,5.93,3.51,1.32,4.53,6.35,0.98,8.96,1.29,1.43,1.78,4.45,1.97,6.34,7.59,1.14,3.82,1.77,1.33,4.09,7.85,5.98,3.84,6.92,2.42,4.45,4.74,5.51,4.05,6.68,,,,4.62,3.01,3.36,0.71,7,6.67,4.24,7.67,2.62,5.35,5.21,9.89,3.22,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,0,0.67,4.15,3.72,4.54,6.95,1.69,2.58,2,5.77,1.02,4.34,2.13,2.28,0.46,5.4,1.93,4.66,1.49,6.79,8.41,6.76,1.21,2.62,4.5,0.91,0.24,4.03,9.97,0.79,5.38,2.34,4.64,3.16,,,,0.02,4.52,0.24,3.63,3.75,7.98,1.74,2.65,5.74,5.28,0.28,1.42,0.66,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,3.56,3.89,4.57,1.36,0.6,1.57,3.78,2.61,5.85,1.98,6.25,1.74,0.84,3.94,6.13,1.15,3.11,7.53,4.47,6.37,0.78,3.7,3.82,2.22,5.33,3.88,2.47,3.83,2.01,2.09,0.33,0.59,4.74,3.52,,,1.37,2.76,4.4,2.71,1.03,5.5,5.07,0.16,1.77,3.45,3.67,3.54,1.28,0.25,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,3.3,0.55,4.42,2.1,3.45,1.05,3.58,2.28,2.92,1.56,3.16,1.1,4.89,2.7,2.42,2.58,2.48,0.2,4.7,1.82,1.61,0.85,1.9,2.49,3.31,5.36,1.08,4.67,3.32,4.35,2.91,2.95,1.83,1.49,,,2.87,3.63,1.57,3.2,4.38,3,2.82,0.19,2.8,1.93,3.68,2.77,1.03,2.58,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,0.47,0.05,1.66,4.53,1.74,2.53,2.25,2.27,3.4,2.89,0.52,2.86,2.86,2.81,1.59,2.55,1.66,2.36,3.24,2.37,2.63,3.26,1.9,1.61,1.21,2.07,3.12,0.82,1.46,5.98,5.77,2.71,0.95,1.52,,,3.51,5.87,2.12,1.16,1.72,0.69,2.98,3.27,0.83,2.06,2.15,6.8,3.24,0.7,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,1.25,3.05,3.05,1.35,1.43,3.08,2.08,3.73,2.84,1.5,2.28,1.44,2.86,0.37,4.42,2.71,2.12,5.6,0.77,2.25,1.56,2.78,2.78,2.12,0.75,2.4,0.55,0.5,0.53,2.91,0,3.58,3.11,2.13,,,3.69,3.68,1.57,0.81,4.28,2.14,1.71,1.96,3.86,0.62,1.69,0.58,1.71,3.4,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,3.07,2.07,1.24,0.21,0.93,1.08,2.26,2.23,4.11,5.32,0.48,1.11,1.62,2.14,4.08,3.91,0.17,2.59,0.78,5.87,5.21,1.58,4.12,7.86,2.89,6.33,0.84,5.74,1.45,6.02,2.95,3.83,4.69,2.18,,,4.47,2.79,2.81,1.11,0.44,8.81,4.07,4.44,6.41,3.3,1.31,2.49,2.92,3.29,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,2.42,2.05,5.8,1.41,1.59,3.41,2.17,4.61,5.18,4.66,4.46,1.18,1.97,4.39,2.6,6.15,0.84,9.39,1.75,3.56,1.85,5.99,5.49,2.66,4.8,2.76,1.85,5.03,3.31,3.45,3.39,2.27,3.82,2.17,,,3.72,1.38,1.79,3.82,2.58,0.22,1.42,2.36,2.95,0.09,4.86,5.98,4.01,2.65,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,0.6,7.85,3.27,1.91,2.16,1.08,5.14,2.78,5.32,2.74,2.82,1.56,0.68,3.14,3.2,0.58,1.7,1.54,3.14,2.74,1.23,2.55,2.5,8.14,2.85,2.26,0.92,2.91,3.43,6.48,4.59,0.69,6.42,1.79,,,2.1,5.76,2.6,3.24,3.61,3.18,3.22,2.24,1.53,2.1,1.59,3.05,2.76,2.29,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,4.52,2.92,2.02,5.44,2.59,3.11,3.21,3.29,8.48,1.96,2.49,7.82,9.76,4.99,8.92,6.77,4.34,5.64,6.51,4.46,8.6,7.59,4.04,3.24,2.43,3.11,1.22,1.82,6.12,7.05,5.01,3.98,3.07,9.74,,,0.49,6.4,2.73,2.96,4.32,1.74,6.28,4.53,4.95,5.95,2.14,4.49,5.13,6.55,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,8.74,7.66,1.34,0.94,5.64,5.13,4.5,1.04,5.82,2.39,2.12,6.52,4.55,4.35,1.47,1.1,5.29,4.86,2.15,4.32,5.96,3.66,6.38,1.3,5.02,2.9,2.44,4.34,2.77,2.73,4.45,4.2,10.65,3.93,4.96,,,9.3,2.65,0.9,1.83,7.27,4.08,2.7,8.02,8.52,10.03,2.7,1.09,2.69,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,3.74,3.47,7.82,7.96,4.62,3.6,7.93,8.62,2.96,4.75,4.25,1.44,2,5.73,5.1,6.55,8.43,11.6,6.84,2.05,10.23,9.74,4.12,1.23,5.14,7.15,4.76,1.86,5.71,5.38,6.85,5.69,0.53,4.97,3.65,,,1.77,2.68,0.8,11.83,6.25,5.53,5.32,5.15,2.99,3.76,2.63,6.79,4,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,35.07,33.52,41.76,33.08,33.86,42.22,39.33,36.48,51.77,41.1,32.42,38.66,38.98,34.76,43.25,49.97,36.78,54.84,40.81,53.56,49.1,47.33,31.62,47.21,45.97,42.26,22.33,44.75,42.13,54.87,44.96,39.63,46.22,42.99,,,,42.24,28.82,36.27,40.22,45.64,50.24,38.3,46.93,41.65,37.05,43.07,40.08,36.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904 Dec IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 Jan-Feb estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
