BOUGHTON PARK,,,,,,,,,,,,
Grid ref,SP751659,Long,-0.900458,Lat,52.286117,,,,,,,
Station no,1115/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.72,1.79,1.16,,,,,,,,,
February,3.28,0.72,1.71,,,,,,,,,
March,3.57,2.64,1.04,,,,,,,,,
April,3.32,1.95,1.99,,,,,,,,,
May,2.63,2.08,1.28,,,,,,,,,
June,1.30,1.12,,,,,,,,,,
July,1.26,0.40,,,,,,,,,,
August,4.11,4.33,,,,,,,,,,
September,1.61,2.41,,,,,,,,,,
October,1.01,3.04,,,,,,,,,,
November,5.12,3.41,,,,,,,,,,
December,2.18,2.56,,,,,,,,,,
Total,32.11,26.45,,,,,,,,,,
Calc annual,32.11,26.45,7.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
