"GLYNCORRWG COLLIERY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR3060,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,10.74,6.19,9.57,12.93,7.79,8.20,12.60,3.14,5.26,11.45,,
February,11.02,9.49,6.02,2.89,12.47,12.97,11.23,0.80,14.21,6.12,,
March,2.62,2.95,15.80,14.39,12.58,2.92,3.10,1.54,9.47,10.46,,
April,5.03,6.68,1.38,10.42,2.23,3.90,5.80,3.09,3.23,1.29,,
May,4.64,5.60,1.91,5.60,5.55,3.71,4.29,3.68,2.61,2.52,,
June,7.07,6.16,10.96,5.42,2.50,3.05,4.98,3.38,4.06,4.46,,
July,8.82,0.70,6.73,1.42,6.90,8.90,3.30,4.55,7.51,2.37,,
August,10.06,6.02,18.25,3.31,7.41,5.41,6.28,15.40,6.77,5.70,,
September,0.38,6.42,2.11,3.76,5.01,2.36,8.48,6.46,17.29,4.40,,
October,6.31,6.31,8.04,9.30,2.84,3.78,16.98,7.14,7.66,2.67,,
November,9.51,13.37,5.38,16.18,9.44,4.28,8.07,5.20,7.65,4.41,,
December,11.48,22.58,18.23,6.66,14.06,16.92,6.94,2.54,20.27,17.74,,
Total,87.68,92.47,104.38,92.28,88.78,76.40,92.05,56.92,105.99,73.59,,
Calc annual,87.68,92.47,104.38,92.28,88.78,76.40,92.05,56.92,105.99,73.59,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
