BARROW GURNEY RESERVOIR,,,,,,,,,,,,
Grid ref,ST535674,Long,-2.669870,Lat,51.403711,,,,,,,
Station no,1992,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.95,1.56,1.93,4.69,3.85,0.83,5.10,2.10,1.95,1.51,,
February,5.49,0.75,0.84,2.03,4.33,0.80,2.28,1.99,2.06,0.61,,
March,1.30,2.19,1.93,4.86,2.30,4.80,2.36,1.21,3.60,3.87,,
April,1.40,3.30,1.46,2.83,2.23,2.60,1.07,3.40,3.42,3.33,,
May,2.58,0.85,2.12,3.19,3.31,0.17,2.84,2.56,2.03,2.24,,
June,3.46,1.59,3.38,4.27,1.80,4.18,2.50,4.14,0.61,3.95,,
July,0.99,2.71,2.17,2.18,3.90,1.02,1.23,2.81,2.47,3.49,,
August,2.66,1.93,4.13,5.04,3.21,4.17,3.32,2.95,5.41,2.62,,
September,0.67,1.99,1.98,3.42,1.84,1.59,0.81,0.77,2.47,2.91,,
October,3.64,2.24,2.46,9.13,1.69,1.91,5.78,5.99,1.54,6.91,,
November,3.25,0.47,2.78,2.20,2.47,3.05,3.31,3.13,1.66,1.66,,
December,5.06,5.64,3.08,3.43,2.19,1.26,1.49,6.28,2.88,5.80,,
Total,35.45,25.22,28.26,47.27,33.12,26.38,32.09,37.33,30.10,38.90,,
Calc annual,35.45,25.22,28.26,47.27,33.12,26.38,32.09,37.33,30.10,38.90,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
